RelativeTimeMilliseconds,ECG,ART,ART (Sys),ART (Dia),PPG
3600000,-0.01500,100.8125,113,53,0.29304
3600010,-0.04000,99.4375,113,53,0.28913
3600020,-0.05500,96.7500,113,53,0.27961
3600030,-0.07500,95.3750,113,53,0.27521
3600040,-0.09500,93.9375,113,53,0.27155
3600050,-0.10500,92.3750,113,53,0.26935
3600060,-0.09500,88.5000,113,53,0.27302
3600070,-0.08500,86.1875,113,53,0.28034
3600080,-0.07500,83.6250,113,53,0.29206
3600090,-0.07000,81.1250,113,53,0.30598
3600100,-0.07500,76.8125,113,53,0.34457
3600110,-0.07500,75.1875,113,53,0.37021
3600120,-0.07500,73.8750,113,53,0.39878
3600130,-0.07500,72.8125,113,53,0.42930
3600140,-0.07000,71.2500,113,53,0.49255
3600150,-0.06500,70.6250,113,53,0.52405
3600160,-0.06500,70.0625,113,53,0.55433
3600170,-0.06500,69.5000,113,53,0.58315
3600180,-0.06500,68.5000,113,53,0.63516
3600190,-0.06000,67.9375,113,53,0.65495
3600200,-0.04500,67.3750,113,53,0.67155
3600210,-0.02500,66.8125,113,53,0.68864
3600220,0.01500,65.6875,113,53,0.71941
3600230,0.05500,65.1250,113,53,0.73211
3600240,0.06000,64.5625,113,53,0.74310
3600250,0.03000,64.0625,113,53,0.75214
3600260,-0.00500,63.1250,113,53,0.76532
3600270,-0.04000,62.7500,113,53,0.76948
3600280,-0.08000,62.3125,113,53,0.77216
3600290,-0.11500,61.8750,113,53,0.77265
3600300,-0.13500,61.0625,113,53,0.77021
3600310,-0.14500,60.6875,113,53,0.76801
3600320,-0.14500,60.2500,113,53,0.76459
3600330,-0.14500,59.8750,113,53,0.75971
3600340,-0.14500,59.0000,113,53,0.74628
3600350,-0.14000,58.6250,113,53,0.73773
3600360,-0.14500,58.3125,113,53,0.72796
3600370,-0.14500,58.0000,113,53,0.71722
3600380,0.09000,57.5000,113,53,0.69475
3600390,0.67000,57.3125,113,53,0.68400
