RelativeTimeMilliseconds,ECG,ART,ART (Sys),ART (Dia),PPG
1628940,-0.07000,75.0000,125,60,0.61148
1628950,-0.09500,74.3125,125,60,0.63028
1628960,-0.11000,73.5625,125,60,0.64762
1628970,-0.11500,72.8125,125,60,0.66325
1628980,-0.12000,71.3750,125,60,0.69011
1628990,-0.12500,70.7500,125,60,0.70110
1629000,-0.12500,70.1250,123,60,0.71062
1629010,-0.12000,69.5625,123,60,0.71893
1629020,-0.11000,68.5625,123,60,0.72796
1629030,-0.12000,68.1250,123,60,0.73138
1629040,-0.09000,67.6250,123,60,0.73431
1629050,0.19500,67.1875,123,60,0.73602
1629060,0.78000,66.3125,123,60,0.73553
1629070,1.05500,65.8750,123,60,0.73260
1629080,0.53500,65.4375,123,60,0.72821
1629090,-0.17000,64.9375,123,60,0.72210
1629100,-0.46000,63.8125,123,60,0.70549
1629110,-0.41000,63.2500,123,60,0.69621
1629120,-0.26000,62.7500,123,60,0.68645
1629130,-0.19000,62.1875,123,60,0.67546
1629140,-0.18000,61.1250,123,60,0.65201
1629150,-0.17500,60.6250,123,60,0.64029
1629160,-0.17000,60.1250,123,60,0.62882
1629170,-0.16000,59.6250,123,60,0.61758
1629180,-0.15500,58.6875,123,60,0.59536
1629190,-0.14000,58.2500,123,60,0.58462
1629200,-0.12500,57.8125,123,60,0.57387
1629210,-0.11000,57.5625,123,60,0.56313
1629220,-0.09500,57.8125,123,60,0.54481
1629230,-0.07500,59.0000,123,60,0.53529
1629240,-0.05000,61.6250,123,60,0.52527
1629250,-0.02500,66.1875,123,60,0.51526
1629260,0.00000,80.1250,123,60,0.49524
1629270,0.03000,88.0000,123,60,0.48547
1629280,0.06000,95.3750,123,60,0.47570
1629290,0.09000,101.8750,123,60,0.46593
1629300,0.10000,111.5000,123,60,0.44664
1629310,0.11500,114.6250,123,60,0.43858
1629320,0.12000,116.6875,123,60,0.43126
1629330,0.12500,117.8750,123,60,0.42295
1629340,0.13000,118.5625,123,60,0.40513
1629350,0.13000,118.4375,123,60,0.39585
1629360,0.13000,118.0625,123,60,0.38657
1629370,0.13500,117.5000,123,60,0.37753
1629380,0.12500,116.0000,123,60,0.35995
1629390,0.10000,115.1250,123,60,0.35140
1629400,0.06000,114.1875,123,60,0.34286
1629410,0.02000,113.1875,123,60,0.33455
1629420,-0.01500,111.0625,123,60,0.32234
1629430,-0.04500,110.0000,123,60,0.31551
1629440,-0.06000,108.8750,123,60,0.30818
1629450,-0.07000,107.6875,123,60,0.30061
1629460,-0.07500,105.0625,123,60,0.28498
1629470,-0.08000,103.4375,123,60,0.27741
1629480,-0.07000,101.4375,123,60,0.26984
1629490,-0.05000,99.0000,123,60,0.26276
1629500,-0.04000,92.8125,123,60,0.25201
1629510,-0.03500,89.4375,123,60,0.25055
1629520,-0.02500,86.2500,123,60,0.25201
1629530,-0.01500,83.5625,123,60,0.25617
1629540,0.01000,79.8750,123,60,0.27643
1629550,0.04000,78.8125,123,60,0.29280
1629560,0.06000,78.1250,123,60,0.31282
1629570,0.09500,77.6250,123,60,0.33602
1629580,0.13500,76.8750,123,60,0.38877
1629590,0.14500,76.5000,123,60,0.41661
1629600,0.12500,76.0625,123,60,0.44444
1629610,0.06500,75.5625,123,60,0.47155
1629620,0.00000,74.5000,123,60,0.51477
1629630,-0.05000,73.8750,123,60,0.53602
1629640,-0.07500,73.1875,123,60,0.55727
1629650,-0.08500,72.5000,123,60,0.57729
1629660,-0.09500,71.1250,123,60,0.61245
1629670,-0.10000,70.4375,123,60,0.62662
1629680,-0.11000,69.8125,123,60,0.63980
1629690,-0.11500,69.2500,123,60,0.65177
1629700,-0.11000,68.2500,123,60,0.67131
1629710,-0.11000,67.8125,123,60,0.67766
1629720,-0.12500,67.3750,123,60,0.68181
1629730,-0.11000,66.9375,123,60,0.68596
1629740,0.16500,66.0625,123,60,0.69133
1629750,0.73000,65.6250,123,60,0.69206
1629760,0.98000,65.1875,123,60,0.69133
1629770,0.51500,64.6875,123,60,0.68889
1629780,-0.15000,63.6250,123,60,0.67888
1629790,-0.46000,63.0625,123,60,0.67179
1629800,-0.43500,62.4375,123,60,0.66374
1629810,-0.29000,61.8750,123,60,0.65470
1629820,-0.20000,60.8125,123,60,0.63687
1629830,-0.19500,60.2500,123,60,0.62711
1629840,-0.19000,59.7500,123,60,0.61709
1629850,-0.17500,59.2500,123,60,0.60708
1629860,-0.16000,58.2500,123,60,0.58730
1629870,-0.15000,57.8125,123,60,0.57753
1629880,-0.13500,57.3750,123,60,0.56777
1629890,-0.12500,56.9375,123,60,0.55775
1629900,-0.11500,56.3750,123,60,0.53822
1629910,-0.10500,56.5000,123,60,0.52967
1629920,-0.09000,57.3125,123,60,0.52186
1629930,-0.07000,59.3750,123,60,0.51331
1629940,-0.04500,68.9375,123,60,0.49524
1629950,-0.01500,75.9375,123,60,0.48596
1629960,0.00500,83.5000,123,60,0.47668
1629970,0.03500,90.8750,123,60,0.46740
