RelativeTimeMilliseconds,ECG,ART,ART (Sys),ART (Dia),PPG
3934450,-0.06500,76.4375,103,52,0.50452
3934460,-0.06500,75.3750,103,52,0.55360
3934470,-0.07500,74.9375,103,52,0.57949
3934480,-0.07500,74.6250,103,52,0.60440
3934490,-0.07500,74.3750,103,52,0.62735
3934500,-0.08000,73.8750,103,52,0.66667
3934510,-0.07500,73.6250,103,52,0.68230
3934520,-0.06000,73.3125,103,52,0.69548
3934530,-0.04500,73.0000,103,52,0.70623
3934540,-0.02500,72.2500,103,52,0.71917
3934550,-0.01000,71.8125,103,52,0.72161
3934560,0.00000,71.3750,103,52,0.72357
3934570,-0.00500,70.9375,103,52,0.72454
3934580,-0.03500,70.0625,103,52,0.72308
3934590,-0.05500,69.5625,103,52,0.72088
3934600,-0.07500,69.1250,103,52,0.71795
3934610,-0.10000,68.7500,103,52,0.71404
3934620,-0.12000,67.8125,103,52,0.70379
3934630,-0.12500,67.3125,103,52,0.69744
3934640,-0.12500,66.8750,103,52,0.69035
3934650,-0.12500,66.4375,103,52,0.68278
3934660,-0.12000,65.6250,103,52,0.66569
3934670,-0.11500,65.2500,103,52,0.65568
3934680,-0.11000,64.8750,103,52,0.64518
3934690,-0.11000,64.5625,103,52,0.63394
3934700,-0.12500,63.8750,103,52,0.61050
3934710,0.00000,63.5625,103,52,0.59902
3934720,0.46500,63.2500,103,52,0.58755
3934730,1.09000,62.9375,103,52,0.57656
3934740,1.09000,62.3125,103,52,0.55751
3934750,0.31000,62.0625,103,52,0.54945
3934760,-0.34000,61.7500,103,52,0.54139
3934770,-0.47500,61.3750,103,52,0.53333
3934780,-0.34000,60.6875,103,52,0.51819
3934790,-0.22500,60.3750,103,52,0.51087
3934800,-0.19500,60.0000,103,52,0.50379
3934810,-0.19000,59.6250,103,52,0.49670
3934820,-0.18000,58.8750,103,52,0.48278
3934830,-0.17000,58.5000,103,52,0.47619
3934840,-0.16000,58.1875,103,52,0.46960
3934850,-0.16000,57.8750,103,52,0.46398
3934860,-0.15500,57.2500,103,52,0.45299
3934870,-0.14500,56.9375,103,52,0.44713
3934880,-0.13500,56.7500,103,52,0.44103
3934890,-0.12500,56.7500,103,52,0.43492
3934900,-0.12000,58.2500,103,52,0.42295
3934910,-0.11500,60.4375,103,52,0.41709
3934920,-0.10500,63.8750,103,52,0.41148
3934930,-0.09000,68.4375,103,52,0.40586
3934940,-0.07500,79.6250,103,52,0.39609
