RelativeTimeMilliseconds,ECG,ART,ART (Sys),ART (Dia),PPG
2882550,-0.18000,65.6250,148,69,0.54872
2882560,-0.17000,65.1875,148,69,0.53675
2882570,-0.15500,64.8750,148,69,0.52479
2882580,-0.13500,66.5000,148,69,0.50232
2882590,-0.12500,69.9375,148,69,0.49182
2882600,-0.11500,76.1250,148,69,0.48181
2882610,-0.10500,85.0000,148,69,0.47326
2882620,-0.09000,106.8750,148,69,0.45714
2882630,-0.07000,117.5000,148,69,0.44860
2882640,-0.04500,126.7500,148,69,0.44005
2882650,-0.03500,134.0000,148,69,0.43175
2882660,-0.02000,142.1875,148,69,0.41538
2882670,-0.01500,143.5625,148,69,0.40733
2882680,-0.00500,143.6250,148,69,0.39951
2882690,0.00000,141.0625,148,69,0.39194
2882700,0.00500,139.0000,148,69,0.37827
2882710,0.02000,136.6875,148,69,0.37289
2882720,0.04000,134.2500,148,69,0.36654
2882730,0.05000,131.6875,148,69,0.35971
2882740,0.06000,126.6875,148,69,0.34579
2882750,0.05000,124.3125,148,69,0.33871
2882760,0.03500,122.0625,148,69,0.33187
2882770,0.01000,119.9375,148,69,0.32527
2882780,-0.01500,115.8750,148,69,0.31184
2882790,-0.03500,113.7500,148,69,0.30525
2882800,-0.04000,111.5000,148,69,0.29890
2882810,-0.03500,108.9375,148,69,0.29402
2882820,-0.01000,102.6250,148,69,0.28449
2882830,0.03500,98.9375,148,69,0.27888
2882840,0.08000,95.2500,148,69,0.27326
2882850,0.12000,89.3750,148,69,0.26545
2882860,0.14500,87.4375,148,69,0.26471
2882870,0.15500,86.1250,148,69,0.26716
2882880,0.15000,85.3125,148,69,0.27424
2882890,0.11000,84.8125,148,69,0.28645
2882900,0.05000,84.1875,148,69,0.32479
2882910,-0.02000,83.9375,148,69,0.34847
2882920,-0.07500,83.6875,148,69,0.37924
2882930,-0.11000,83.3750,148,69,0.41490
2882940,-0.12500,82.5625,148,69,0.49231
2882950,-0.13500,82.0625,148,69,0.53016
2882960,-0.13500,81.5625,148,69,0.56508
2882970,-0.13500,81.0000,148,69,0.59609
2882980,-0.13500,79.8750,148,69,0.66398
2882990,-0.13500,79.2500,148,69,0.71087
