RelativeTimeMilliseconds,ECG,ART,ART (Sys),ART (Dia),PPG
4800000,-0.07000,55.9375,104,49,0.70745
4800010,-0.08500,55.5625,104,49,0.70403
4800020,-0.11000,54.7500,104,49,0.69328
4800030,-0.12000,54.3750,104,49,0.68645
4800040,-0.12000,53.9375,104,49,0.67839
4800050,-0.11500,53.4375,104,49,0.66960
4800060,-0.12000,52.5000,104,49,0.64982
4800070,-0.12000,52.1875,104,49,0.63907
4800080,-0.12000,51.9375,104,49,0.62808
4800090,-0.11500,51.8125,104,49,0.61709
4800100,-0.11500,51.6875,104,49,0.59536
4800110,-0.10583,51.7292,104,49,0.58319
4800120,0.08000,51.8125,104,49,0.57534
4800130,0.61000,51.8125,104,49,0.56654
4800140,1.08500,51.5625,104,49,0.54799
4800150,0.86500,51.3750,104,49,0.53895
4800160,0.00500,51.1875,104,49,0.53016
4800170,-0.34000,50.8750,104,49,0.52161
4800180,-0.44500,50.2500,104,49,0.50525
4800190,-0.34500,49.8750,104,49,0.49744
4800200,-0.25000,49.5000,104,49,0.48987
4800210,-0.22000,49.1250,104,49,0.48254
4800220,-0.21000,48.3125,104,49,0.47057
4800230,-0.19500,47.9375,104,49,0.46422
4800240,-0.18500,47.5000,104,49,0.45739
4800250,-0.18000,47.1250,104,49,0.45055
4800260,-0.17500,46.3125,104,49,0.43712
4800270,-0.17000,45.9375,104,49,0.43053
4800280,-0.16000,45.6250,104,49,0.42418
4800290,-0.15000,45.4375,104,49,0.41783
4800300,-0.14500,46.4375,104,49,0.40537
4800310,-0.13500,48.4375,104,49,0.39927
4800320,-0.12500,51.8125,104,49,0.39438
4800330,-0.11000,56.2500,104,49,0.38999
4800340,-0.09500,66.4375,104,49,0.37949
4800350,-0.08000,71.5625,104,49,0.37387
4800360,-0.06500,76.6250,104,49,0.36825
4800370,-0.05000,81.3750,104,49,0.36264
4800380,-0.03000,89.5000,104,49,0.35189
4800390,-0.01000,92.8125,104,49,0.34676
4800400,0.01000,95.5000,104,49,0.34188
4800410,0.02000,97.6250,104,49,0.33700
4800420,0.03000,100.1250,104,49,0.33065
4800430,0.03500,100.6250,104,49,0.32674
4800440,0.03500,100.6875,104,49,0.32259
4800450,0.04000,100.4375,104,49,0.31844
4800460,0.05000,99.0000,104,49,0.30965
4800470,0.06500,97.9375,104,49,0.30501
4800480,0.08000,96.6875,104,49,0.30037
4800490,0.08500,95.3750,104,49,0.29597
4800500,0.07000,92.6250,104,49,0.28718
4800510,0.05000,91.1875,104,49,0.28303
4800520,0.01500,89.7500,104,49,0.28010
4800530,-0.00500,88.3125,104,49,0.27790
4800540,-0.02500,85.3750,104,49,0.27106
4800550,-0.03500,83.8750,104,49,0.26716
4800560,-0.03500,82.3125,104,49,0.26374
4800570,-0.03500,80.6250,104,49,0.26081
4800580,-0.03500,76.8125,104,49,0.25861
4800590,-0.03000,74.6875,104,49,0.26105
4800600,-0.03000,72.6250,104,49,0.26642
4800610,-0.03000,70.6875,104,49,0.27570
4800620,-0.03000,67.5625,104,49,0.30183
4800630,-0.02500,66.4375,104,49,0.32112
4800640,-0.02500,65.4375,104,49,0.34432
4800650,-0.02500,64.6250,104,49,0.37070
4800660,-0.03500,63.3125,104,49,0.42955
4800670,-0.04000,62.7500,104,49,0.46007
4800680,-0.04500,62.3125,104,49,0.49060
4800690,-0.04500,61.8750,104,49,0.52063
4800700,-0.05500,61.1875,104,49,0.57607
4800710,-0.05500,60.8125,104,49,0.60098
4800720,-0.06000,60.5000,104,49,0.62076
4800730,-0.06000,59.8125,104,49,0.65348
4800740,-0.05500,59.5000,104,49,0.66911
4800750,-0.04500,59.1250,104,49,0.68303
4800760,-0.04000,58.8125,104,49,0.69499
4800770,-0.02500,58.4375,104,49,0.70525
4800780,-0.00500,57.8125,104,49,0.72015
4800790,0.00000,57.5000,104,49,0.72479
4800800,-0.00500,57.1250,104,49,0.72772
4800810,-0.02500,56.4375,104,49,0.72894
