RelativeTimeMilliseconds,ECG,ART,ART (Sys),ART (Dia),PPG
5469980,-0.17000,68.0000,129,60,0.38901
5469990,-0.16000,69.7500,129,60,0.38437
5470000,-0.17000,73.0000,130,60,0.38022
5470010,-0.17000,78.1250,130,60,0.37485
5470020,-0.17500,92.3125,130,60,0.36386
5470030,-0.17500,100.3750,130,60,0.35849
5470040,-0.16000,108.6250,130,60,0.35336
5470050,-0.14500,116.6250,130,60,0.34847
5470060,-0.13000,130.8750,130,60,0.34017
5470070,-0.11000,136.6875,130,60,0.33626
5470080,-0.08500,141.4375,130,60,0.33260
5470090,-0.05500,145.0000,130,60,0.32991
5470100,-0.03500,147.5062,130,60,0.32650
5470110,-0.02500,148.9313,130,60,0.32271
5470120,-0.02000,149.2500,130,60,0.31893
5470130,-0.01500,148.4375,130,60,0.31551
5470140,-0.01000,145.5000,130,60,0.30867
5470150,-0.00500,143.6875,130,60,0.30525
5470160,-0.00500,141.6875,130,60,0.30183
5470170,0.00000,139.6250,130,60,0.29841
5470180,0.01000,135.5000,130,60,0.29231
5470190,0.02000,133.5000,130,60,0.29035
5470200,0.02000,131.5625,130,60,0.28864
5470210,0.00000,129.7500,130,60,0.28596
5470220,-0.02000,126.2500,130,60,0.27985
5470230,-0.04500,124.6250,130,60,0.27839
5470240,-0.06500,122.8750,130,60,0.28059
5470250,-0.06000,120.8750,130,60,0.28840
5470260,-0.05000,115.6250,130,60,0.32796
5470270,-0.03500,112.3125,130,60,0.36117
5470280,-0.01500,108.6250,130,60,0.40220
5470290,0.00000,104.9375,130,60,0.44200
5470300,0.01000,98.5625,130,60,0.52479
5470310,0.01500,96.1875,130,60,0.56825
5470320,0.01500,94.3750,130,60,0.60781
5470330,0.01000,93.0000,130,60,0.64200
5470340,0.00000,91.4375,130,60,0.69133
5470350,-0.00500,91.0625,130,60,0.70769
5470360,-0.01500,90.8125,130,60,0.71966
5470370,-0.01000,90.6875,130,60,0.72821
5470380,-0.01000,90.3750,130,60,0.73724
5470390,-0.01000,90.1875,130,60,0.73773
5470400,-0.00500,89.9375,130,60,0.73651
5470410,-0.00500,89.5625,130,60,0.73480
5470420,0.00000,88.6250,130,60,0.72796
5470430,0.01000,88.0625,130,60,0.72308
5470440,0.02000,87.4375,130,60,0.71770
5470450,0.03000,86.8125,130,60,0.71160
5470460,0.03500,85.5000,130,60,0.69841
5470470,0.02000,84.7500,130,60,0.69158
5470480,-0.01000,84.0625,130,60,0.68449
5470490,-0.03500,83.3750,130,60,0.67717
5470500,-0.06500,81.9375,130,60,0.65983
5470510,-0.08500,81.1875,130,60,0.64908
5470520,-0.10500,80.5000,130,60,0.63639
5470530,-0.10500,79.7500,130,60,0.62198
5470540,-0.10500,78.3125,130,60,0.58803
5470550,-0.10500,77.6875,130,60,0.56996
5470560,-0.09500,77.1250,130,60,0.55214
5470570,-0.08000,76.6250,130,60,0.53553
5470580,-0.07500,75.6875,130,60,0.50720
5470590,-0.08500,75.2500,130,60,0.49719
5470600,-0.01000,74.8750,130,60,0.48962
5470610,0.36000,74.5000,130,60,0.48254
5470620,1.00000,73.7500,130,60,0.47204
5470630,1.19000,73.3125,130,60,0.46740
5470640,0.53500,72.9375,130,60,0.46252
5470650,-0.18000,72.5000,130,60,0.45763
5470660,-0.44000,71.6250,130,60,0.44737
5470670,-0.38500,71.1875,130,60,0.44225
5470680,-0.27000,70.7500,130,60,0.43736
5470690,-0.22500,70.3125,130,60,0.43321
5470700,-0.22000,69.5000,130,60,0.42491
5470710,-0.20000,69.0625,130,60,0.42051
5470720,-0.19000,68.6875,130,60,0.41587
5470730,-0.18000,68.2500,130,60,0.41050
5470740,-0.17000,67.5625,130,60,0.39951
5470750,-0.16500,67.3125,130,60,0.39341
5470760,-0.15500,67.1875,130,60,0.38730
5470770,-0.14500,67.3750,130,60,0.38120
5470780,-0.14000,70.6875,130,60,0.36923
5470790,-0.14500,74.8750,130,60,0.36484
5470800,-0.15000,80.8125,130,60,0.36093
5470810,-0.15000,88.2500,130,60,0.35629
5470820,-0.14500,104.9375,130,60,0.34676
5470830,-0.13500,113.3750,130,60,0.34212
5470840,-0.12000,121.3750,130,60,0.33748
5470850,-0.09500,128.7500,130,60,0.33333
5470860,-0.07500,140.5625,130,60,0.32576
5470870,-0.04500,144.7500,130,60,0.32234
5470880,-0.01500,147.8125,130,60,0.31893
5470890,0.00500,149.6875,130,60,0.31648
5470900,0.02000,150.7500,130,60,0.31184
5470910,0.02500,150.1875,130,60,0.30867
5470920,0.02000,149.1250,130,60,0.30549
5470930,0.02000,147.6875,130,60,0.30208
5470940,0.01500,144.1250,130,60,0.29621
5470950,0.01000,142.1250,130,60,0.29377
5470960,0.01500,140.1250,130,60,0.29109
5470970,0.02000,138.1875,130,60,0.28816
5470980,0.02000,134.4375,130,60,0.28254
5470990,0.01000,132.6875,130,60,0.28034
5471000,-0.00500,131.0625,131,61,0.27888
5471010,-0.02500,129.5000,131,61,0.27643
5471020,-0.05500,126.3125,131,61,0.27375
5471030,-0.07500,124.6250,131,61,0.27766
5471040,-0.07500,122.6250,131,61,0.28791
5471050,-0.06500,120.1875,131,61,0.30598
5471060,-0.04000,113.8750,131,61,0.36972
5471070,-0.02500,110.1875,131,61,0.41319
5471080,-0.02500,106.4375,131,61,0.46129
5471090,-0.02500,103.0625,131,61,0.50476
5471100,-0.02500,97.7500,131,61,0.58486
5471110,-0.03000,95.9375,131,61,0.62344
5471120,-0.03500,94.5000,131,61,0.65690
5471130,-0.04083,93.2396,131,61,0.69349
5471140,-0.04500,92.3750,131,61,0.72332
5471150,-0.04500,92.1250,131,61,0.73651
5471160,-0.05000,91.9375,131,61,0.74628
5471170,-0.19500,69.2500,131,61,0.42125
5471180,-0.19500,69.2500,131,61,0.42125
5471190,-0.19500,69.2500,131,61,0.42125
5471200,-0.19500,69.2500,131,61,0.42125
5471210,-0.19500,69.2500,131,61,0.42125
5471220,-0.19500,69.2500,131,61,0.42125
5471230,-0.19500,69.2500,131,61,0.42125
5471240,-0.19500,69.2500,131,61,0.42125
5471250,-0.19500,69.2500,131,61,0.42125
5471260,-0.19500,69.2500,131,61,0.42125
5471270,-0.19500,69.2500,131,61,0.42125
5471280,-0.19500,69.2500,131,61,0.42125
5471290,-0.19500,69.2500,131,61,0.42125
5471300,-0.19500,69.2500,131,61,0.42125
5471310,-0.19500,69.2500,131,61,0.42125
5471320,-0.19500,69.2500,131,61,0.42125
5471330,-0.19500,69.2500,131,61,0.42125
5471340,-0.19500,69.2500,131,61,0.42125
5471350,-0.15500,77.3750,131,61,0.35311
5471360,-0.15500,77.3750,131,61,0.35311
5471370,-0.15500,77.3750,131,61,0.35311
5471380,-0.15500,77.3750,131,61,0.35311
5471390,-0.15500,77.3750,131,61,0.35311
5471400,-0.15500,77.3750,131,61,0.35311
5471410,-0.15500,77.3750,131,61,0.35311
5471420,-0.15500,77.3750,131,61,0.35311
5471430,-0.15500,77.3750,131,61,0.35311
5471440,-0.15500,77.3750,131,61,0.35311
5471450,-0.15500,77.3750,131,61,0.35311
5471460,-0.15500,77.3750,131,61,0.35311
5471470,-0.15500,77.3750,131,61,0.35311
5471480,-0.15500,77.3750,131,61,0.35311
5471490,-0.15500,77.3750,131,61,0.35311
5471500,-0.15500,77.3750,131,61,0.35311
5471510,-0.15500,77.3750,131,61,0.35311
5471520,-0.15500,77.3750,131,61,0.35311
5471530,-0.15500,77.3750,131,61,0.35311
5471540,-0.15500,77.3750,131,61,0.35311
5471550,-0.15500,77.3750,131,61,0.35311
5471560,-0.15500,77.3750,131,61,0.35311
5471570,-0.15500,77.3750,131,61,0.35311
5471580,-0.15500,77.3750,131,61,0.35311
5471590,-0.15000,83.9375,131,61,0.34847
5471600,-0.13500,91.7500,131,61,0.34432
5471610,-0.12500,100.1250,131,61,0.33944
5471620,-0.11000,117.1875,131,61,0.32991
5471630,-0.08500,125.1875,131,61,0.32527
5471640,-0.06500,132.3125,131,61,0.32063
5471650,-0.04500,138.4375,131,61,0.31600
5471660,-0.01500,147.1875,131,61,0.30769
5471670,0.01000,149.7500,131,61,0.30354
5471680,0.02500,151.2500,131,61,0.29963
5471690,0.03000,151.6250,131,61,0.29695
5471700,0.03000,150.8750,131,61,0.29206
5471710,0.03000,149.6250,131,61,0.28913
5471720,0.03000,148.1250,131,61,0.28620
5471730,0.03000,146.3750,131,61,0.28303
5471740,0.03000,142.5625,131,61,0.27668
5471750,0.03000,140.6875,131,61,0.27350
5471760,0.04000,138.8125,131,61,0.27057
5471770,0.05000,137.0000,131,61,0.26764
5471780,0.04500,133.5625,131,61,0.26203
5471790,0.02500,132.0000,131,61,0.26007
5471800,0.00000,130.4375,131,61,0.25739
5471810,-0.02000,128.8750,131,61,0.25543
5471820,-0.03500,125.5000,131,61,0.26056
5471830,-0.04000,123.3750,131,61,0.27204
5471840,-0.03500,120.7500,131,61,0.29206
5471850,-0.02000,117.6250,131,61,0.32161
5471860,-0.00500,110.1875,131,61,0.40464
