RelativeTimeMilliseconds,ECG,ART,ART (Sys),ART (Dia),PPG
5594980,-0.12000,74.5000,153,71,0.55238
5594990,-0.42500,73.8750,153,71,0.53358
5595000,-0.38500,73.1875,153,71,0.51673
5595010,-0.26000,72.5625,153,71,0.50159
5595020,-0.19000,71.5000,153,71,0.47937
5595030,-0.16500,71.0000,153,71,0.46935
5595040,-0.14500,70.5000,153,71,0.45958
5595050,-0.12000,70.0000,153,71,0.45055
5595060,-0.11000,69.0000,153,71,0.43346
5595070,-0.11500,68.6250,153,71,0.42540
5595080,-0.12000,68.4375,153,71,0.41734
5595090,-0.11250,69.5417,153,71,0.40578
5595100,-0.10000,72.4375,153,71,0.39438
5595110,-0.09000,77.6250,153,71,0.38681
5595120,-0.08000,85.4375,153,71,0.38046
5595130,-0.06500,95.3125,153,71,0.37509
5595140,-0.05500,116.7500,153,71,0.36239
5595150,-0.02000,126.5625,153,71,0.35580
5595160,0.01500,135.0000,153,71,0.34921
5595170,0.06000,141.8125,153,71,0.34286
5595180,0.09000,150.1875,153,71,0.33114
5595190,0.11500,152.1875,153,71,0.32576
5595200,0.13000,153.2500,153,71,0.32063
5595210,0.14000,153.6250,153,71,0.31551
5595220,0.13000,153.3750,153,71,0.30940
5595230,0.13000,152.9375,153,71,0.30574
5595240,0.12000,152.4375,153,71,0.30159
5595250,0.12000,151.8750,153,71,0.29719
5595260,0.12000,150.5625,153,71,0.28791
5595270,0.12500,149.7500,153,71,0.28352
5595280,0.13000,148.8750,153,71,0.27937
5595290,0.12000,147.9375,153,71,0.27546
5595300,0.09000,145.6875,153,71,0.26764
5595310,0.06000,144.3125,153,71,0.26349
5595320,0.03000,142.8125,153,71,0.26081
5595330,0.01000,141.0625,153,71,0.25885
5595340,-0.00500,136.3125,153,71,0.25348
5595350,-0.01500,133.0000,153,71,0.25250
5595360,-0.00500,128.9375,153,71,0.25495
5595370,0.01500,124.1875,153,71,0.26227
5595380,0.03000,113.8125,153,71,0.29670
5595390,0.04500,109.1250,153,71,0.32503
5595400,0.05000,105.1875,153,71,0.35995
5595410,0.06000,102.1875,153,71,0.40000
5595420,0.06500,98.5625,153,71,0.47253
5595430,0.08000,97.5625,153,71,0.51160
5595440,0.09000,96.9375,153,71,0.55092
5595450,0.11000,96.4375,153,71,0.58803
5595460,0.13000,95.6875,153,71,0.65153
5595470,0.14000,95.2500,153,71,0.67741
5595480,0.13000,94.6875,153,71,0.69915
5595490,0.10500,94.0625,153,71,0.71746
5595500,0.05000,92.6250,153,71,0.74481
5595510,-0.01000,91.8125,153,71,0.75263
5595520,-0.06500,91.0000,153,71,0.75751
5595530,-0.09500,90.1250,153,71,0.76215
5595540,-0.11500,88.3750,153,71,0.76825
5595550,-0.12500,87.5625,153,71,0.76899
5595560,-0.12500,86.7500,153,71,0.76825
5595570,-0.12500,85.9375,153,71,0.76630
5595580,-0.12500,84.5000,153,71,0.75751
5595590,-0.11500,83.8750,153,71,0.75043
5595600,-0.11000,83.2500,153,71,0.74164
5595610,-0.11500,82.6250,153,71,0.73065
5595620,-0.05500,81.3125,153,71,0.70525
5595630,0.24000,80.6875,153,71,0.68889
5595640,0.82000,79.9375,153,71,0.67009
5595650,1.06500,79.2500,153,71,0.65006
5595660,0.53500,77.7500,153,71,0.60757
5595670,-0.14000,77.0625,153,71,0.58730
5595680,-0.42500,76.4375,153,71,0.56801
5595690,-0.40500,75.7500,153,71,0.54994
5595700,-0.30000,74.5000,153,71,0.51868
5595710,-0.24500,73.8750,153,71,0.50647
5595720,-0.22000,73.3125,153,71,0.49621
5595730,-0.19000,72.6875,153,71,0.48571
