RelativeTimeMilliseconds,ECG,ART,ART (Sys),ART (Dia),PPG
4216960,-0.00500,147.6875,162,76,0.26105
4216970,-0.00500,147.6875,162,76,0.26105
4216980,-0.00500,147.6875,162,76,0.26105
4216990,-0.00500,147.6875,162,76,0.26105
4217000,-0.00500,147.6875,162,76,0.26105
4217010,-0.00500,147.6875,162,76,0.26105
4217020,-0.00500,147.6875,162,76,0.26105
4217030,-0.01500,119.4375,162,76,0.30794
4217040,-0.01500,119.4375,162,76,0.30794
4217050,-0.01500,119.4375,162,76,0.30794
4217060,-0.01500,119.4375,162,76,0.30794
4217070,-0.01500,119.4375,162,76,0.30794
4217080,-0.01500,119.4375,162,76,0.30794
4217090,-0.01500,119.4375,162,76,0.30794
4217100,-0.01500,119.4375,162,76,0.30794
4217110,-0.01500,119.4375,162,76,0.30794
4217120,-0.01500,119.4375,162,76,0.30794
4217130,-0.01500,119.4375,162,76,0.30794
4217140,-0.01500,119.4375,162,76,0.30794
4217150,-0.01500,119.4375,162,76,0.30794
4217160,-0.01500,119.4375,162,76,0.30794
4217170,-0.01500,119.4375,162,76,0.30794
4217180,-0.01500,119.4375,162,76,0.30794
4217190,-0.01500,119.4375,162,76,0.30794
4217200,-0.01500,119.4375,162,76,0.30794
4217210,-0.01500,119.4375,162,76,0.30794
4217220,-0.01500,119.4375,162,76,0.30794
4217230,-0.01500,119.4375,162,76,0.30794
4217240,-0.01500,119.4375,162,76,0.30794
4217250,-0.01500,119.4375,162,76,0.30794
4217260,-0.01500,119.4375,162,76,0.30794
4217270,-0.01500,119.4375,162,76,0.30794
4217280,-0.01500,119.4375,162,76,0.30794
4217290,-0.01500,119.4375,162,76,0.30794
4217300,-0.01500,119.4375,162,76,0.30794
4217310,-0.01500,119.4375,162,76,0.30794
4217320,-0.01500,119.4375,162,76,0.30794
4217330,-0.01500,119.4375,162,76,0.30794
4217340,-0.00500,110.5000,162,76,0.37924
4217350,0.00500,107.3125,162,76,0.42149
4217360,0.01500,104.8750,162,76,0.46447
4217370,0.01500,103.1250,162,76,0.50525
4217380,0.01500,101.1250,162,76,0.57363
4217390,0.03000,100.5625,162,76,0.60024
4217400,0.06000,100.1250,162,76,0.61978
4217410,0.08000,99.6875,162,76,0.63468
4217420,0.10500,98.7500,162,76,0.66178
4217430,0.14000,98.1250,162,76,0.67350
4217440,0.15500,97.5000,162,76,0.68376
4217450,0.12000,96.7500,162,76,0.69304
4217460,0.07000,95.1875,162,76,0.70818
4217470,0.00500,94.3750,162,76,0.71453
4217480,-0.04500,93.5625,162,76,0.72015
4217490,-0.08000,92.7500,162,76,0.72479
4217500,-0.10000,91.0625,162,76,0.72845
4217510,-0.11000,90.2500,162,76,0.72943
4217520,-0.11500,89.4375,162,76,0.72991
4217530,-0.11500,88.6875,162,76,0.72894
4217540,-0.11000,87.3125,162,76,0.72161
4217550,-0.10500,86.6250,162,76,0.71477
4217560,-0.10000,86.0625,162,76,0.70549
4217570,-0.11000,85.4375,162,76,0.69451
4217580,-0.06000,84.3125,162,76,0.66789
4217590,0.26500,83.7500,162,76,0.65324
4217600,0.87500,83.1875,162,76,0.63956
