RelativeTimeMilliseconds,ECG,ART,ART (Sys),ART (Dia),PPG
2598790,-0.03500,54.3125,87,42,0.59292
2598800,-0.03500,54.3125,87,42,0.59292
2598810,-0.03500,54.3125,87,42,0.59292
2598820,-0.03500,54.3125,87,42,0.59292
2598830,0.08000,51.9375,87,42,0.73797
2598840,0.08000,51.9375,87,42,0.73797
2598850,0.08000,51.9375,87,42,0.73797
2598860,0.08000,51.9375,87,42,0.73797
2598870,0.08000,51.9375,87,42,0.73797
2598880,0.08000,51.9375,87,42,0.73797
2598890,0.08000,51.9375,87,42,0.73797
2598900,0.08000,51.9375,87,42,0.73797
2598910,0.08000,51.9375,87,42,0.73797
2598920,0.08000,51.9375,87,42,0.73797
2598930,0.08000,51.9375,87,42,0.73797
2598940,0.08000,51.9375,87,42,0.73797
2598950,0.08000,51.9375,87,42,0.73797
2598960,0.08000,51.9375,87,42,0.73797
2598970,0.08000,51.9375,87,42,0.73797
2598980,0.08000,51.9375,87,42,0.73797
2598990,0.08000,51.9375,87,42,0.73797
2599000,0.08000,51.9375,87,42,0.73797
2599010,0.08000,51.9375,87,42,0.73797
2599020,0.08000,51.9375,87,42,0.73797
2599030,0.08000,51.9375,87,42,0.73797
2599040,0.08000,51.9375,87,42,0.73797
2599050,0.08000,51.9375,87,42,0.73797
2599060,0.08000,51.9375,87,42,0.73797
2599070,0.08000,51.9375,87,42,0.73797
2599080,0.08000,51.9375,87,42,0.73797
2599090,0.08000,51.9375,87,42,0.73797
2599100,0.08000,51.9375,87,42,0.73797
2599110,0.08000,51.9375,87,42,0.73797
2599120,0.08000,51.9375,87,42,0.73797
2599130,0.08000,51.9375,87,42,0.73797
2599140,0.04000,51.6875,87,42,0.75165
2599150,0.04000,51.6875,87,42,0.75165
2599160,-0.02000,51.5000,87,42,0.76288
2599170,-0.07500,51.2500,87,42,0.77192
2599180,-0.11000,50.8125,87,42,0.78339
2599190,-0.13000,50.6250,87,42,0.78584
2599200,-0.13500,50.4375,87,42,0.78657
2599210,-0.14500,50.1875,87,42,0.78510
2599220,-0.15000,49.7500,87,42,0.77827
2599230,-0.15500,49.5000,87,42,0.77338
2599240,-0.15500,49.2500,87,42,0.76728
2599250,-0.15000,48.8750,87,42,0.75995
2599260,-0.16500,48.6250,87,42,0.74212
2599270,-0.15500,48.4375,87,42,0.73187
2599280,0.12500,48.1875,87,42,0.72088
2599290,0.74500,48.0000,87,42,0.70916
2599300,1.09500,47.6250,87,42,0.68498
2599310,0.60500,47.4375,87,42,0.67326
2599320,-0.20000,47.1875,87,42,0.66203
2599330,-0.57500,46.7500,87,42,0.64982
2599340,-0.50500,46.5000,87,42,0.62515
2599350,-0.33000,46.1875,87,42,0.61319
2599360,-0.25500,45.8750,87,42,0.60122
2599370,-0.24000,45.5625,87,42,0.58974
2599380,-0.22500,44.8750,87,42,0.56728
2599390,-0.21000,44.5625,87,42,0.55653
2599400,-0.20000,44.2500,87,42,0.54603
2599410,-0.20000,43.8750,87,42,0.53700
2599420,-0.19000,43.2500,87,42,0.51941
2599430,-0.17500,42.9375,87,42,0.50989
2599440,-0.17500,42.7500,87,42,0.50061
2599450,-0.17000,42.6875,87,42,0.49158
