RelativeTimeMilliseconds,ECG,ART,ART (Sys),ART (Dia),PPG
4945590,-0.01500,62.8750,102,47,0.63761
4945600,-0.02000,62.5625,102,47,0.65348
4945610,-0.02500,62.2500,102,47,0.66716
4945620,-0.03000,61.6250,102,47,0.68816
4945630,-0.02500,61.2500,102,47,0.69548
4945640,-0.02500,60.8750,102,47,0.70085
4945650,-0.01500,60.5000,102,47,0.70476
4945660,0.00500,59.7500,102,47,0.70696
4945670,0.04000,59.3750,102,47,0.70549
4945680,0.06000,59.0000,102,47,0.70330
4945690,0.05500,58.5625,102,47,0.70012
4945700,0.01500,57.8125,102,47,0.69084
4945710,-0.02500,57.4375,102,47,0.68449
4945720,-0.05500,57.0625,102,47,0.67717
4945730,-0.07500,56.6250,102,47,0.66886
4945740,-0.09500,55.9375,102,47,0.64933
4945750,-0.10500,55.5625,102,47,0.63858
4945760,-0.10000,55.1875,102,47,0.62735
4945770,-0.10000,54.8125,102,47,0.61685
4945780,-0.10000,54.1250,102,47,0.59585
4945790,-0.09500,53.8125,102,47,0.58486
4945800,-0.09000,53.5000,102,47,0.57411
4945810,-0.09000,53.2500,102,47,0.56361
4945820,-0.08000,52.8750,102,47,0.54359
4945830,0.12000,52.7500,102,47,0.53407
4945840,0.65500,52.5625,102,47,0.52479
4945850,1.08500,52.4375,102,47,0.51600
4945860,0.76500,52.0000,102,47,0.49988
4945870,0.07000,51.7500,102,47,0.49280
4945880,-0.33500,51.5000,102,47,0.48547
4945890,-0.41500,51.1875,102,47,0.47790
4945900,-0.31500,50.5000,102,47,0.46276
4945910,-0.22500,50.1250,102,47,0.45519
4945920,-0.20000,49.7500,102,47,0.44786
4945930,-0.18000,49.4375,102,47,0.44054
4945940,-0.17000,48.8125,102,47,0.42662
4945950,-0.16000,48.5000,102,47,0.41978
4945960,-0.16000,48.1875,102,47,0.41294
4945970,-0.15500,47.8750,102,47,0.40733
4945980,-0.14500,47.3125,102,47,0.39609
4945990,-0.13500,47.0625,102,47,0.38974
4946000,-0.12500,47.0000,102,47,0.38339
4946010,-0.11000,47.3750,102,47,0.37680
4946020,-0.10500,50.8750,102,47,0.36386
4946030,-0.10000,54.5000,102,47,0.35751
4946040,-0.08500,59.1250,102,47,0.35140
4946050,-0.07000,64.2500,102,47,0.34530
4946060,-0.06000,74.6250,102,47,0.33504
4946070,-0.04500,79.5625,102,47,0.33114
4946080,-0.03000,84.2500,102,47,0.32650
4946090,-0.01000,88.4375,102,47,0.32161
4946100,0.01000,95.1875,102,47,0.31184
4946110,0.02500,97.5625,102,47,0.30696
4946120,0.04000,99.2500,102,47,0.30208
4946130,0.05000,100.3125,102,47,0.29744
4946140,0.05500,100.8750,102,47,0.28816
4946150,0.06500,100.5000,102,47,0.28376
4946160,0.08000,99.8125,102,47,0.27937
4946170,0.09500,98.8750,102,47,0.27643
4946180,0.10000,96.5000,102,47,0.27057
4946190,0.11000,95.0625,102,47,0.26642
4946200,0.11500,93.6250,102,47,0.26227
4946210,0.10500,92.1875,102,47,0.25812
4946220,0.08500,89.2500,102,47,0.24957
4946230,0.06000,87.8125,102,47,0.24518
4946240,0.04000,86.3750,102,47,0.24103
4946250,0.02000,84.9375,102,47,0.23712
4946260,0.00000,81.9375,102,47,0.23297
4946270,-0.00500,80.3125,102,47,0.23394
4946280,-0.00500,78.5000,102,47,0.23639
4946290,-0.01000,76.5625,102,47,0.24151
4946300,-0.01500,72.3750,102,47,0.26276
4946310,-0.01000,70.5000,102,47,0.27961
4946320,-0.00500,68.8750,102,47,0.30037
4946330,-0.00500,67.5625,102,47,0.32454
4946340,-0.00500,65.5000,102,47,0.38046
4946350,-0.00500,64.7500,102,47,0.41050
4946360,-0.00500,64.1875,102,47,0.44054
4946370,-0.01500,63.6875,102,47,0.46667
4946380,-0.01500,62.8750,102,47,0.51526
4946390,-0.02500,62.5625,102,47,0.53993
4946400,-0.02500,62.3125,102,47,0.56361
4946410,-0.03500,62.0000,102,47,0.58535
4946420,-0.04000,61.4375,102,47,0.62271
4946430,-0.04500,61.1875,102,47,0.63785
4946440,-0.05000,60.8750,102,47,0.65079
4946450,-0.05500,60.5625,102,47,0.66154
4946460,-0.05500,59.8750,102,47,0.67521
4946470,-0.05000,59.5000,102,47,0.67814
4946480,-0.04500,59.1875,102,47,0.68083
4946490,-0.02500,58.8125,102,47,0.68254
4946500,0.00500,58.1250,102,47,0.68205
4946510,0.03000,57.7500,102,47,0.67985
4946520,0.03500,57.3750,102,47,0.67643
4946530,0.00500,57.0000,102,47,0.67155
4946540,-0.03500,56.2500,102,47,0.65812
4946550,-0.06500,55.8750,102,47,0.64982
4946560,-0.09000,55.5625,102,47,0.64054
4946570,-0.10500,55.1875,102,47,0.63126
4946580,-0.10500,54.5000,102,47,0.61148
4946590,-0.11000,54.1250,102,47,0.60073
4946600,-0.11000,53.8125,102,47,0.58974
4946610,-0.10750,53.3333,102,47,0.57346
4946620,-0.10500,52.8750,102,47,0.55751
4946630,-0.10500,52.6250,102,47,0.54750
4946640,-0.10500,52.3750,102,47,0.53773
4946650,-0.11500,52.1875,102,47,0.52796
4946660,0.02000,51.8750,102,47,0.51013
4946670,0.49000,51.6875,102,47,0.50256
4946680,1.03500,51.5000,102,47,0.49475
4946690,0.91500,51.2500,102,47,0.48694
4946700,0.24500,50.8125,102,47,0.47155
4946710,-0.26000,50.5625,102,47,0.46422
4946720,-0.43500,50.2500,102,47,0.45690
4946730,-0.35500,49.6250,102,47,0.44957
4946740,-0.25000,49.3125,102,47,0.43565
4946750,-0.21000,49.0000,102,47,0.42882
4946760,-0.20000,48.7500,102,47,0.42198
4946770,-0.19000,48.4375,102,47,0.41636
4946780,-0.18000,47.8125,102,47,0.40513
4946790,-0.17500,47.5000,102,47,0.39902
4946800,-0.17000,47.2500,102,47,0.39292
4946810,-0.16000,46.6250,102,47,0.38657
4946820,-0.15000,46.4375,102,47,0.37387
4946830,-0.14000,46.5625,102,47,0.36777
4946840,-0.13500,47.1250,102,47,0.36190
4946850,-0.12500,48.6250,102,47,0.35604
4946860,-0.11500,55.3125,102,47,0.34603
4946870,-0.10000,60.1250,102,47,0.34237
4946880,-0.08500,65.1875,102,47,0.33822
4946890,-0.06500,75.4375,102,47,0.33333
4946900,-0.05500,80.3750,102,47,0.32308
4946910,-0.04500,84.8750,102,47,0.31795
4946920,-0.02500,89.0000,102,47,0.31282
4946930,-0.01500,92.5000,102,47,0.30794
4946940,0.01000,97.6875,102,47,0.29841
4946950,0.02500,99.3125,102,47,0.29402
4946960,0.03500,100.3125,102,47,0.28962
4946970,0.04000,100.8750,102,47,0.28669
4946980,0.05000,100.5625,102,47,0.28132
4946990,0.06000,99.9375,102,47,0.27766
4947000,0.07500,99.0000,102,48,0.27375
4947010,0.08500,97.9375,102,48,0.26984
4947020,0.09500,95.3750,102,48,0.26227
