RelativeTimeMilliseconds;ECG;ART;ART (Sys);ART (Dia);PPG
12000000;-0.12500;73.0625;107;61;0.53260
12000010;-0.12500;72.5000;107;61;0.55458
12000020;-0.12500;72.0625;107;61;0.57387
12000030;-0.12500;71.6250;107;61;0.59072
12000040;-0.12000;70.9375;107;61;0.61490
12000050;-0.11000;70.6875;107;61;0.61661
12000060;-0.10500;70.5000;107;61;0.61465
12000070;-0.09000;70.3125;107;61;0.61563
12000080;-0.07000;69.8750;107;61;0.61880
12000090;-0.05500;69.6875;107;61;0.61954
12000100;-0.04500;69.5000;107;61;0.61954
12000110;-0.02000;69.2500;107;61;0.61880
12000120;-0.00500;68.8750;107;61;0.61465
12000130;-0.01500;68.6875;107;61;0.61123
12000140;-0.04000;68.5000;107;61;0.60684
12000150;-0.06500;68.2500;107;61;0.60171
12000160;-0.09500;67.6875;107;61;0.58877
12000170;-0.13000;67.4375;107;61;0.58046
12000180;-0.14500;67.1250;107;61;0.57118
12000190;-0.14000;66.8125;107;61;0.56142
12000200;-0.13500;66.1875;107;61;0.54066
12000210;-0.12500;65.8750;107;61;0.53016
12000220;-0.12000;65.5625;107;61;0.51990
12000230;-0.11000;65.2500;107;61;0.50940
12000240;-0.11500;64.6250;107;61;0.49060
12000250;-0.16000;64.3125;107;61;0.48278
12000260;-0.10000;64.0625;107;61;0.47448
12000270;0.30000;63.7500;107;61;0.46618
12000280;1.08500;63.2500;107;61;0.44982
12000290;1.62000;63.0000;107;61;0.44200
12000300;1.14500;62.7500;107;61;0.43468
12000310;0.25000;62.4375;107;61;0.42784
12000320;-0.20500;62.0000;107;61;0.41612
12000330;-0.27500;61.7500;107;61;0.41074
12000340;-0.23500;61.5000;107;61;0.40586
12000350;-0.21500;61.2500;107;61;0.40171
12000360;-0.21000;60.8125;107;61;0.39390
12000370;-0.19500;60.6250;107;61;0.38950
12000380;-0.18500;60.3750;107;61;0.38486
12000390;-0.18000;60.1250;107;61;0.38046
12000400;-0.17000;59.5625;107;61;0.37289
12000410;-0.16000;59.3125;107;61;0.36996
12000420;-0.16000;59.0625;107;61;0.36728
12000430;-0.15500;58.8750;107;61;0.36459
12000440;-0.15500;58.8750;107;61;0.36459
12000450;-0.14000;58.0625;107;61;0.35824
12000460;-0.13500;57.8750;107;61;0.35604
12000470;-0.12500;57.6875;107;61;0.35311
12000480;-0.11500;57.5625;107;61;0.34676
