RelativeTimeMilliseconds,ECG,ART,ART (Sys),ART (Dia),PPG
6355470,-0.20000,68.1250,117,65,0.51697
6355480,-0.19500,67.3750,117,65,0.49035
6355490,-0.19000,67.0000,117,65,0.47717
6355500,-0.18000,66.5625,117,65,0.46398
6355510,-0.17500,66.2500,117,65,0.45128
6355520,-0.17000,65.5000,117,65,0.42882
6355530,-0.16000,65.1875,117,65,0.41905
6355540,-0.15500,64.8125,117,65,0.41050
6355550,-0.15500,64.5000,117,65,0.40269
6355560,-0.15500,64.5000,117,65,0.40269
6355570,-0.13500,65.5000,117,65,0.38364
6355580,-0.12000,67.5625,117,65,0.37949
6355590,-0.10500,71.4375,117,65,0.37631
6355600,-0.09000,84.4375,117,65,0.36874
6355610,-0.07000,92.1250,117,65,0.36508
6355620,-0.04500,99.1875,117,65,0.36190
6355630,-0.01500,105.1875,117,65,0.35897
6355640,0.01000,113.7500,117,65,0.35336
6355650,0.03000,116.6250,117,65,0.35067
6355660,0.05500,118.5000,117,65,0.34750
6355670,0.07500,119.3750,117,65,0.34432
6355680,0.09500,118.7500,117,65,0.33968
6355690,0.11500,117.7500,117,65,0.33651
6355700,0.13500,116.6250,117,65,0.33309
6355710,0.14000,115.3125,117,65,0.32967
6355720,0.13000,112.6250,117,65,0.32234
6355730,0.09000,111.2500,117,65,0.31868
6355740,0.04000,110.0000,117,65,0.31502
6355750,-0.00500,108.7500,117,65,0.31111
6355760,-0.04500,106.3125,117,65,0.30256
6355770,-0.07500,105.0625,117,65,0.29817
6355780,-0.09000,103.8125,117,65,0.29548
6355790,-0.10000,102.5625,117,65,0.29328
6355800,-0.10000,100.0000,117,65,0.28645
6355810,-0.10000,98.5625,117,65,0.28254
6355820,-0.09500,97.0000,117,65,0.27888
6355830,-0.09500,95.2500,117,65,0.27570
6355840,-0.09500,91.1875,117,65,0.27302
6355850,-0.09500,91.1875,117,65,0.27302
6355860,-0.09500,86.7500,117,65,0.28107
6355870,-0.09500,84.7500,117,65,0.29158
6355880,-0.09500,81.3750,117,65,0.32088
6355890,-0.08500,80.0625,117,65,0.34359
6355900,-0.06500,79.0000,117,65,0.37143
6355910,0.42000,78.1875,117,65,0.40366
6355920,-0.05000,77.1250,117,65,0.47692
6355930,-0.03500,76.8750,117,65,0.51477
6355940,-0.01000,76.6875,117,65,0.55140
6355950,0.00000,76.6250,117,65,0.58559
6355960,-0.00500,76.6250,117,65,0.64322
6355970,-0.04000,76.6875,117,65,0.66642
6355980,-0.07500,76.7500,117,65,0.68327
6355990,-0.12500,76.8750,117,65,0.69548
6356000,-0.16000,76.9375,117,65,0.71624
6356010,-0.18000,76.8750,117,65,0.72332
6356020,-0.18000,76.7500,117,65,0.72796
6356030,-0.17000,76.5000,117,65,0.73016
6356040,-0.17000,76.5000,117,65,0.73016
6356050,-0.17500,75.6250,117,65,0.72357
6356060,-0.17500,75.6250,117,65,0.72357
6356070,-0.19000,74.8750,117,65,0.71038
6356080,0.22000,74.0625,117,65,0.69353
6356090,0.98500,73.6250,117,65,0.68376
6356100,1.57500,73.1875,117,65,0.67277
6356110,1.16500,72.8125,117,65,0.66056
6356120,0.22000,72.0000,117,65,0.63443
6356130,-0.28000,71.6250,117,65,0.62002
6356140,-0.33500,71.2500,117,65,0.60513
6356150,-0.30000,70.8750,117,65,0.58974
6356160,-0.28000,70.1875,117,65,0.55775
6356170,-0.26500,69.8125,117,65,0.54164
6356180,-0.25500,69.4375,117,65,0.52747
6356190,-0.25000,69.0625,117,65,0.51453
6356200,-0.24000,68.2500,117,65,0.48767
6356210,-0.24000,68.2500,117,65,0.48767
6356220,-0.23000,67.4375,117,65,0.46252
6356230,-0.22000,67.0625,117,65,0.45128
6356240,-0.21000,66.2500,117,65,0.43175
6356250,-0.19500,65.8750,117,65,0.42344
6356260,-0.18500,65.6250,117,65,0.41587
6356270,-0.17500,65.8125,117,65,0.40904
6356280,-0.16000,68.8750,117,65,0.40024
6356290,-0.14500,72.7500,117,65,0.39756
6356300,-0.13000,78.5625,117,65,0.39536
6356310,-0.11500,85.8125,117,65,0.39267
6356320,-0.09000,100.8750,117,65,0.38632
6356330,-0.06000,107.1875,117,65,0.38315
6356340,-0.03000,112.1250,117,65,0.37949
6356350,-0.00500,115.9375,117,65,0.37558
6356360,0.02000,120.3750,117,65,0.36801
6356370,0.04000,121.1875,117,65,0.36410
6356380,0.06000,121.2500,117,65,0.36142
6356390,0.08000,120.6250,117,65,0.35922
6356400,0.10000,118.1875,117,65,0.35311
6356410,0.12000,116.8125,117,65,0.34945
6356420,0.12000,115.3750,117,65,0.34554
6356430,0.09000,113.9375,117,65,0.34115
6356440,0.09000,113.9375,117,65,0.34115
6356450,0.04000,110.9375,117,65,0.33236
6356460,-0.03500,108.0000,117,65,0.32357
6356470,-0.06500,106.6875,117,65,0.31966
6356480,-0.08500,104.0625,117,65,0.31477
6356490,-0.10000,102.8125,117,65,0.31209
6356500,-0.10500,101.4375,117,65,0.30867
6356510,-0.11500,100.0625,117,65,0.30452
6356520,-0.11500,96.9375,117,65,0.29695
6356530,-0.11500,95.1250,117,65,0.29377
6356540,-0.11500,93.1875,117,65,0.29133
6356550,-0.11000,91.0625,117,65,0.29060
6356560,-0.11000,86.6875,117,65,0.29817
6356570,-0.12000,84.6875,117,65,0.30842
6356580,-0.12500,82.9375,117,65,0.32137
6356590,-0.11500,81.3750,117,65,0.33797
6356600,-0.09000,79.1250,117,65,0.39072
6356610,-0.07500,78.3750,117,65,0.42466
6356620,-0.07000,77.7500,117,65,0.46203
6356630,-0.06500,77.2500,117,65,0.50110
6356640,-0.05000,76.6875,117,65,0.57802
6356650,-0.05000,76.6875,117,65,0.57802
6356660,-0.02500,76.6250,117,65,0.64371
6356670,-0.02500,76.6250,117,65,0.67082
6356680,-0.05500,76.6250,117,65,0.70598
6356690,-0.07500,76.6250,117,65,0.72015
6356700,-0.11500,76.5625,117,65,0.73211
6356710,-0.18000,76.4375,117,65,0.74164
6356720,-0.19500,76.0625,117,65,0.75140
6356730,-0.19000,75.7500,117,65,0.75214
6356740,-0.17500,75.4375,117,65,0.75067
6356750,-0.14500,75.0625,117,65,0.74725
6356760,-0.17500,74.2500,117,65,0.73553
