RelativeTimeMilliseconds,ECG,ART,ART (Sys),ART (Dia),PPG
10200000,-0.19000,58.8125,94,55,0.56068
10200010,-0.19000,58.8125,94,55,0.55238
10200020,-0.24000,58.8125,94,55,0.54310
10200030,-0.20500,58.7500,94,55,0.55043
10200040,0.20500,58.6250,94,55,0.56703
10200050,0.99000,58.5000,94,55,0.56142
10200060,0.99000,58.5000,94,55,0.56142
10200070,1.00000,58.2500,94,55,0.54188
10200080,0.14500,57.9375,94,55,0.51990
10200090,-0.28500,57.6875,94,55,0.50745
10200100,-0.33000,57.4375,94,55,0.49499
10200110,-0.29000,57.1875,94,55,0.48278
10200120,-0.26500,56.6250,94,55,0.45910
10200130,-0.25500,56.3125,94,55,0.44811
10200140,-0.25000,56.0000,94,55,0.43761
10200150,-0.24500,55.6250,94,55,0.42784
10200160,-0.24000,55.0000,94,55,0.41074
10200170,-0.24000,54.6875,94,55,0.40440
10200180,-0.23000,54.3125,94,55,0.39927
10200190,-0.21500,54.0000,94,55,0.39438
10200200,-0.20000,53.4375,94,55,0.38559
10200210,-0.19000,53.1250,94,55,0.38193
10200220,-0.19000,52.9375,94,55,0.37875
10200230,-0.17500,52.6875,94,55,0.37558
10200240,-0.17500,52.6875,94,55,0.37558
10200250,-0.15000,52.3750,94,55,0.36630
10200260,-0.13500,52.5000,94,55,0.36386
10200270,-0.11500,52.8125,94,55,0.36215
10200280,-0.10000,54.8125,94,55,0.35922
10200290,-0.08000,56.6875,94,55,0.35751
10200300,-0.06000,59.1250,94,55,0.35604
10200310,-0.03000,61.9375,94,55,0.35482
10200320,-0.00500,68.3750,94,55,0.35263
10200330,0.02000,71.7500,94,55,0.35165
10200340,0.05000,75.0000,94,55,0.35043
10200350,0.09000,77.9375,94,55,0.34896
10200360,0.12000,82.8750,94,55,0.34554
10200370,0.15500,84.7500,94,55,0.34408
10200380,0.19500,86.2500,94,55,0.34286
10200390,0.22500,87.3125,94,55,0.34042
10200400,0.21500,88.5625,94,55,0.33407
10200410,0.17500,88.7500,94,55,0.33040
10200420,0.10500,88.6875,94,55,0.32650
10200430,0.03000,88.5000,94,55,0.32259
10200440,-0.03500,87.5625,94,55,0.31477
10200450,-0.07500,86.8125,94,55,0.31087
10200460,-0.10500,85.9375,94,55,0.30696
