RelativeTimeMilliseconds,ECG,ART,ART (Sys),ART (Dia),PPG
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
4704960,-0.08000,83.3125,124,69,0.66325
4704970,-0.06500,82.6250,124,69,0.66374
4704980,-0.04000,82.1875,124,69,0.66056
4704990,-0.02000,81.8125,124,69,0.65543
4705000,-0.01500,80.8750,124,69,0.64005
4705010,-0.00500,80.4375,124,69,0.63077
4705020,0.02500,79.9375,124,69,0.61978
4705030,0.06000,79.5000,124,69,0.60708
4705040,0.04500,78.5000,124,69,0.57802
4705050,0.01500,78.0625,124,69,0.56190
4705060,-0.01500,77.5625,124,69,0.54481
4705070,-0.05500,77.1250,124,69,0.52747
4705080,-0.09000,76.6250,124,69,0.51013
4705090,-0.13500,75.6875,124,69,0.47741
4705100,-0.14500,75.2500,124,69,0.46422
4705110,-0.15500,74.7500,124,69,0.45324
4705120,-0.15500,73.8750,124,69,0.43321
4705130,-0.15500,73.5000,124,69,0.42466
4705140,-0.15000,73.1250,124,69,0.41758
4705150,-0.11500,72.8125,124,69,0.41172
4705160,0.01500,72.5625,124,69,0.40684
4705170,0.43500,72.0625,124,69,0.39927
4705180,0.90000,71.8750,124,69,0.39634
4705190,0.54500,71.6875,124,69,0.39390
4705200,-0.04000,71.5625,124,69,0.39170
4705210,-0.31000,71.3750,124,69,0.38852
4705220,-0.23000,71.2500,124,69,0.38657
4705230,-0.20000,71.0625,124,69,0.38462
