RelativeTimeMilliseconds;ECG;ART;ART (Sys);ART (Dia);PPG
8400000;-0.05500;74.2500;133;76;0.18022
8400010;-0.04000;75.6875;133;76;0.17558
8400020;-0.02500;77.3750;133;76;0.17289
8400030;-0.01000;79.9375;133;76;0.17021
8400040;0.01000;87.1875;133;76;0.16532
8400050;0.04000;91.6250;133;76;0.16313
8400060;0.05500;96.3125;133;76;0.16142
8400070;0.08000;101.1875;133;76;0.15995
8400080;0.11000;110.5000;133;76;0.15775
8400090;0.14000;114.6875;133;76;0.15702
8400100;0.16500;118.3125;133;76;0.15629
8400110;0.20500;121.3125;133;76;0.15629
8400120;0.22500;123.8125;133;76;0.15678
8400130;0.24000;127.1250;133;76;0.15604
8400140;0.23500;128.1250;133;76;0.15531
8400150;0.20000;128.8125;133;76;0.15433
8400160;0.13500;129.1875;133;76;0.15263
8400170;0.08500;129.0000;133;76;0.15214
8400180;0.02500;128.6250;133;76;0.15189
8400190;-0.02500;128.0000;133;76;0.15189
8400200;-0.05000;127.1875;133;76;0.15189
8400210;-0.08000;125.1875;133;76;0.15385
8400220;-0.10000;123.8125;133;76;0.15433
8400230;-0.10500;122.3125;133;76;0.15458
8400240;-0.11500;118.6875;133;76;0.15531
8400250;-0.11500;116.6250;133;76;0.15678
8400260;-0.11500;114.3125;133;76;0.16020
8400270;-0.11500;111.8125;133;76;0.16606
8400280;-0.11500;106.5625;133;76;0.17509
8400290;-0.11000;104.0625;133;76;0.20611
8400300;-0.10500;101.7500;133;76;0.22882
8400310;-0.10000;99.8750;133;76;0.25201
8400320;-0.09500;98.3125;133;76;0.27717
8400330;-0.09000;96.2500;133;76;0.34164
8400340;-0.09000;95.6250;133;76;0.37729
8400350;-0.09000;95.1875;133;76;0.41319
8400360;-0.09000;95.0000;133;76;0.44786
8400370;-0.08500;94.9375;133;76;0.50940
8400380;-0.08500;94.9375;133;76;0.53529
8400390;-0.08500;94.8750;133;76;0.55751
8400400;-0.08500;94.6250;133;76;0.57607
8400410;-0.08500;94.4375;133;76;0.59853
8400420;-0.09000;94.1250;133;76;0.60733
8400430;-0.09000;93.8750;133;76;0.61490
8400440;-0.09000;93.1250;133;76;0.62418
8400450;-0.09500;92.6875;133;76;0.62564
8400460;-0.09500;92.1875;133;76;0.62540
8400470;-0.09000;91.6875;133;76;0.62320
8400480;-0.08000;90.6250;133;76;0.61880
8400490;-0.05500;90.1250;133;76;0.60415
8400500;-0.03500;89.6250;133;76;0.59365
8400510;-0.01500;89.0625;133;76;0.58217
8400520;-0.01000;88.5625;133;76;0.56972
8400530;0.01000;87.5625;133;76;0.53846
8400540;0.05000;87.0625;133;76;0.52063
8400550;0.06500;86.5625;133;76;0.50208
8400560;0.03000;85.6875;133;76;0.46496
8400570;0.00000;85.1875;133;76;0.44737
8400580;-0.02500;84.7500;133;76;0.43126
8400590;-0.07500;84.3125;133;76;0.41661
8400600;-0.11000;83.9375;133;76;0.40366
8400610;-0.13000;83.1875;133;76;0.38486
8400620;-0.12500;82.8125;133;76;0.37705
8400630;-0.12500;82.5000;133;76;0.37021
8400640;-0.12500;82.1875;133;76;0.36410
8400650;-0.11500;81.6250;133;76;0.35360
8400660;-0.11500;81.3750;133;76;0.34896
8400670;-0.04500;81.1250;133;76;0.34310
8400680;0.39000;80.6875;133;76;0.33431
8400690;0.80000;80.5000;133;76;0.33016
8400700;0.85500;80.3125;133;76;0.32552
8400710;0.20000;80.1250;133;76;0.32137
8400720;-0.28000;79.7500;133;76;0.31355
8400730;-0.25000;79.6250;133;76;0.30916
8400740;-0.19500;79.4375;133;76;0.30427
8400750;-0.18000;79.2500;133;76;0.29915
8400760;-0.18000;79.0000;133;76;0.29377
8400770;-0.17500;78.5625;133;76;0.28303
8400780;-0.16500;78.3125;133;76;0.27741
8400790;-0.15500;78.0000;133;76;0.27179
8400800;-0.15500;78.0000;133;76;0.27179
8400810;-0.15500;77.0000;133;76;0.25788
8400820;-0.14500;76.6875;133;76;0.25348
8400830;-0.14000;76.3750;133;76;0.24884
8400840;-0.13500;76.0625;133;76;0.24420
8400850;-0.12500;75.3125;133;76;0.23492
8400860;-0.11000;75.0625;133;76;0.23028
8400870;-0.10000;74.7500;133;76;0.22515
8400880;-0.08500;74.3125;133;76;0.22002
8400890;-0.07000;74.1250;133;76;0.21050
8400900;-0.06000;74.0625;133;76;0.20611
8400910;-0.05000;74.2500;133;76;0.23346
8400920;-0.03500;74.9375;133;76;0.27668
8400930;-0.01500;78.4375;133;76;0.30501
8400940;0.00000;81.4375;133;76;0.30794
8400950;0.01500;85.1250;133;76;0.30818
8400960;0.04000;94.1250;133;76;0.30574
8400970;0.06000;98.9375;133;76;0.30427
8400980;0.08500;103.8125;133;76;0.30256
8400990;0.12000;108.5625;133;76;0.30110
8401000;0.15500;117.0000;133;76;0.30012
8401010;0.17500;120.4375;133;76;0.30037
8401020;0.20500;123.2500;133;76;0.29988
8401030;0.23500;125.5000;133;76;0.29939
8401040;0.24500;127.2500;133;76;0.29890
8401050;0.23500;129.4375;133;76;0.29792
8401060;0.19500;129.9375;133;76;0.29768
8401070;0.14500;130.2500;133;76;0.29719
8401080;0.08000;130.0625;133;76;0.29695
8401090;0.01000;129.6875;133;76;0.29646
8401100;-0.02500;129.0625;133;76;0.29621
8401110;-0.06000;128.3125;133;76;0.29646
8401120;-0.08500;126.3125;133;76;0.29719
8401130;-0.09500;125.0000;133;76;0.29695
8401140;-0.10500;123.5625;133;76;0.29670
8401150;-0.11500;121.9375;133;76;0.29670
8401160;-0.11500;120.0625;133;76;0.29744
8401170;-0.11500;115.6875;133;76;0.30330
8401180;-0.11000;113.1250;133;76;0.31038
8401190;-0.11000;110.3750;133;76;0.32161
8401200;-0.10500;104.6875;133;76;0.33773
8401210;-0.10000;102.0000;133;76;0.37631
8401220;-0.09500;99.6250;133;76;0.40293
8401230;-0.09000;97.7500;133;76;0.43394
8401240;-0.08500;95.3125;133;76;0.50427
8401250;-0.08000;94.6875;133;76;0.54066
8401260;-0.07500;94.2500;133;76;0.57631
8401270;-0.07500;94.0625;133;76;0.61001
8401280;-0.07500;94.0625;133;76;0.64103
8401290;-0.07500;94.1875;133;76;0.69328
8401300;-0.07500;94.3125;133;76;0.71404
8401310;-0.08000;94.3750;133;76;0.72918
8401320;-0.08000;94.3125;133;76;0.74017
8401330;-0.07500;94.0000;133;76;0.75995
8401340;-0.08000;93.7500;133;76;0.76728
8401350;-0.08000;93.3750;133;76;0.77265
8401360;-0.08500;92.5000;133;76;0.77778
8401370;-0.08500;92.0625;133;76;0.77729
8401380;-0.08000;91.6250;133;76;0.77460
8401390;-0.07000;91.1250;133;76;0.76996
8401400;-0.05500;90.6250;133;76;0.76361
8401410;-0.02500;89.5000;133;76;0.74603
8401420;-0.00500;89.0000;133;76;0.73431
8401430;0.00000;88.5000;133;76;0.72039
8401440;0.01500;88.0000;133;76;0.70452
8401450;0.06000;86.9375;133;76;0.66740
8401460;0.07000;86.4375;133;76;0.64689
8401470;0.04000;85.9375;133;76;0.62613
