RelativeTimeMilliseconds;ECG;ART;ART (Sys);ART (Dia);PPG
6000000;-0.08500;83.0625;111;64;0.79756
6000010;-0.08500;82.5625;111;64;0.81880
6000020;-0.08500;82.3125;111;64;0.82393
6000030;-0.08500;82.0000;111;64;0.82613
6000040;-0.08500;81.2500;111;64;0.82882
6000050;-0.07500;80.8750;111;64;0.82759
6000060;-0.04500;80.5000;111;64;0.82466
6000070;-0.02000;80.0625;111;64;0.81978
6000080;0.00000;79.6875;111;64;0.81319
6000090;0.01000;78.8750;111;64;0.79438
6000100;0.04000;78.5000;111;64;0.77900
6000110;0.06500;78.0625;111;64;0.76435
6000120;0.06000;77.6875;111;64;0.75385
6000130;0.03000;76.9375;111;64;0.72723
6000140;0.00000;76.6250;111;64;0.71160
6000150;-0.04500;76.2500;111;64;0.69548
6000160;-0.08500;75.9375;111;64;0.67888
6000170;-0.11500;75.2500;111;64;0.64615
6000180;-0.13000;74.9375;111;64;0.63053
6000190;-0.13500;74.5625;111;64;0.61563
6000200;-0.13500;74.0000;111;64;0.58901
6000210;-0.13000;73.6875;111;64;0.57753
6000220;-0.12500;73.4375;111;64;0.56777
6000230;-0.12500;73.2500;111;64;0.55922
6000240;0.08000;72.7500;111;64;0.54359
6000250;0.49500;72.5625;111;64;0.53675
6000260;1.01000;72.3750;111;64;0.53065
6000270;0.76500;72.2500;111;64;0.52527
6000280;0.01500;71.9375;111;64;0.52015
6000290;-0.26500;71.7500;111;64;0.51062
6000300;-0.22000;71.6250;111;64;0.50598
6000310;-0.20000;71.5000;111;64;0.50110
6000320;-0.20500;71.3750;111;64;0.49670
6000330;-0.20500;71.0625;111;64;0.48791
6000340;-0.20000;70.9375;111;64;0.48303
6000350;-0.19000;70.6875;111;64;0.47790
6000360;-0.18500;70.2500;111;64;0.46764
6000370;-0.18000;70.0000;111;64;0.46252
6000380;-0.17000;69.7500;111;64;0.45739
6000390;-0.16000;69.5000;111;64;0.45201
6000400;-0.14500;69.2500;111;64;0.44689
6000410;-0.13500;68.6875;111;64;0.43712
6000420;-0.12500;68.4375;111;64;0.43297
6000430;-0.11500;68.1875;111;64;0.42955
6000440;-0.10500;67.9375;111;64;0.42564
6000450;-0.09500;67.6875;111;64;0.41734
6000460;-0.08500;67.9375;111;64;0.41270
6000470;-0.07500;68.6250;111;64;0.40830
6000480;-0.06500;72.0000;111;64;0.39976
6000490;-0.05500;74.7500;111;64;0.39560
6000500;-0.04500;78.1875;111;64;0.39194
6000510;-0.03000;82.0000;111;64;0.38828
6000520;-0.01500;86.1250;111;64;0.38535
6000530;0.00500;94.6250;111;64;0.38022
6000540;0.02000;98.6875;111;64;0.37778
6000550;0.04000;102.5000;111;64;0.37558
6000560;0.06000;105.9375;111;64;0.37363
6000570;0.08000;111.5625;111;64;0.37094
