RelativeTimeMilliseconds;ECG;ART;ART (Sys);ART (Dia);PPG
4800000;-0.13500;71.6875;124;69;0.28547
4800010;-0.12500;71.0000;124;69;0.27595
4800020;-0.12000;70.6250;124;69;0.27009
4800030;-0.11500;70.2500;124;69;0.26398
4800040;-0.10500;69.8750;124;69;0.25788
4800050;-0.09500;69.2500;124;69;0.24518
4800060;-0.08000;68.9375;124;69;0.23907
4800070;-0.07000;68.6875;124;69;0.23297
4800080;-0.05500;68.6250;124;69;0.22686
4800090;-0.04000;69.1875;124;69;0.21685
4800100;-0.02500;70.3125;124;69;0.21343
4800110;-0.00500;72.3125;124;69;0.20904
4800120;0.00500;75.1250;124;69;0.20440
4800130;0.02000;82.8125;124;69;0.19487
4800140;0.04000;87.3125;124;69;0.19048
4800150;0.05500;92.0625;124;69;0.18632
4800160;0.08000;101.6875;124;69;0.17875
4800170;0.10000;106.1250;124;69;0.17558
4800180;0.13000;110.1250;124;69;0.17289
4800190;0.16000;113.6250;124;69;0.17070
4800200;0.18500;116.5000;124;69;0.16996
4800210;0.22500;120.6250;124;69;0.16996
4800220;0.25000;121.8125;124;69;0.16996
4800230;0.24500;122.5625;124;69;0.17021
4800240;0.21500;122.8750;124;69;0.17094
4800250;0.15000;122.4375;124;69;0.17363
4800260;0.10000;121.8125;124;69;0.17582
4800270;0.04500;120.8750;124;69;0.17851
4800280;-0.01000;118.3750;124;69;0.18486
4800290;-0.03500;116.8750;124;69;0.18877
4800300;-0.05500;115.1250;124;69;0.19292
4800310;-0.07500;113.3125;124;69;0.19658
4800320;-0.08500;111.3750;124;69;0.20000
4800330;-0.09000;107.1875;124;69;0.20708
4800340;-0.09500;105.0000;124;69;0.21172
4800350;-0.09500;102.7500;124;69;0.21783
4800360;-0.09500;100.5000;124;69;0.22662
4800370;-0.09500;95.8750;124;69;0.25519
4800380;-0.08500;93.6250;124;69;0.27570
4800390;-0.08500;91.6250;124;69;0.30012
4800400;-0.07500;89.9375;124;69;0.32405
4800410;-0.07500;87.3750;124;69;0.37680
4800420;-0.07500;86.5000;124;69;0.40708
4800430;-0.07500;85.8750;124;69;0.43736
4800440;-0.07000;85.4375;124;69;0.46667
4800450;-0.07500;84.9375;124;69;0.51941
4800460;-0.07500;84.8125;124;69;0.54164
4800470;-0.07500;84.7500;124;69;0.56093
4800480;-0.07500;84.7500;124;69;0.57705
4800490;-0.08000;84.6875;124;69;0.59878
4800500;-0.08000;84.6250;124;69;0.60440
4800510;-0.07500;84.4375;124;69;0.60879
4800520;-0.07500;84.2500;124;69;0.61123
4800530;-0.06000;83.6250;124;69;0.60952
4800540;-0.03500;83.3125;124;69;0.60562
4800550;-0.01000;82.9375;124;69;0.59951
4800560;0.00000;82.1250;124;69;0.59145
4800570;0.01000;81.6875;124;69;0.57021
4800580;0.04000;81.1875;124;69;0.55727
4800590;0.08000;80.6875;124;69;0.54261
4800600;0.07500;80.2500;124;69;0.52869
4800610;0.03500;79.3125;124;69;0.49817
4800620;0.00000;78.8125;124;69;0.48059
4800630;-0.03500;78.3125;124;69;0.46227
4800640;-0.08000;77.8750;124;69;0.44347
4800650;-0.11500;76.9375;124;69;0.40708
4800660;-0.13500;76.5000;124;69;0.38999
4800670;-0.13500;76.0625;124;69;0.37411
4800680;-0.12500;75.3125;124;69;0.36020
4800690;-0.11500;74.9375;124;69;0.33871
4800700;-0.11500;74.5625;124;69;0.34554
4800710;-0.10500;74.2500;124;69;0.36020
4800720;0.06000;73.6875;124;69;0.36581
4800730;0.39000;73.3750;124;69;0.36484
4800740;0.88000;73.1250;124;69;0.36313
4800750;0.62500;72.8750;124;69;0.36166
