RelativeTimeMilliseconds;ECG;ART;ART (Sys);ART (Dia);PPG
9000000;-0.12000;78.1250;133;76;0.27448
9000010;-0.11500;77.5000;133;76;0.26276
9000020;-0.10500;77.1875;133;76;0.25690
9000030;-0.09500;76.8750;133;76;0.25128
9000040;-0.08000;76.5625;133;76;0.24567
9000050;-0.06500;76.1250;133;76;0.23492
9000060;-0.05500;76.0000;133;76;0.22979
9000070;-0.04500;76.1875;133;76;0.22491
9000080;-0.02500;77.9375;133;76;0.21709
9000090;-0.01000;79.8750;133;76;0.21465
9000100;0.01000;82.5625;133;76;0.21148
9000110;0.02500;85.9375;133;76;0.20806
9000120;0.04500;89.8750;133;76;0.20488
9000130;0.07000;98.8125;133;76;0.19853
9000140;0.10000;103.4375;133;76;0.19560
9000150;0.13000;108.0000;133;76;0.19267
9000160;0.15500;112.2500;133;76;0.18999
9000170;0.18500;119.4375;133;76;0.18559
9000180;0.21000;122.2500;133;76;0.18486
9000190;0.23000;124.5000;133;76;0.18486
9000200;0.23500;127.6875;133;76;0.18364
9000210;0.22500;128.6250;133;76;0.18266
9000220;0.17500;129.3125;133;76;0.18144
9000230;0.13000;129.6250;133;76;0.18046
9000240;0.07000;129.7500;133;76;0.17949
9000250;0.00000;129.2500;133;76;0.17778
9000260;-0.03500;128.6875;133;76;0.17705
9000270;-0.07500;127.9375;133;76;0.17631
9000280;-0.09500;127.0000;133;76;0.17582
9000290;-0.11000;124.5000;133;76;0.17680
9000300;-0.11500;122.8750;133;76;0.17705
9000310;-0.12000;121.0625;133;76;0.17729
9000320;-0.12500;118.9375;133;76;0.17778
9000330;-0.12500;114.0625;133;76;0.17900
9000340;-0.12500;111.3125;133;76;0.17998
9000350;-0.12500;108.5000;133;76;0.18193
9000360;-0.11500;105.7500;133;76;0.18559
9000370;-0.11500;101.0000;133;76;0.20073
9000380;-0.10500;99.2500;133;76;0.21221
9000390;-0.10500;97.8750;133;76;0.23590
9000400;-0.09500;96.8750;133;76;0.25714
9000410;-0.09000;95.6875;133;76;0.32576
9000420;-0.08500;95.4375;133;76;0.35678
9000430;-0.08500;95.3125;133;76;0.38803
9000440;-0.07500;95.3125;133;76;0.41856
9000450;-0.07500;95.3125;133;76;0.47399
9000460;-0.07500;95.2500;133;76;0.49792
9000470;-0.07500;95.1250;133;76;0.51917
9000480;-0.07500;94.9375;133;76;0.53529
9000490;-0.08000;94.4375;133;76;0.55971
9000500;-0.07500;94.0625;133;76;0.57045
9000510;-0.07500;93.6875;133;76;0.57924
9000520;-0.08000;92.8750;133;76;0.59145
9000530;-0.07500;92.3750;133;76;0.59438
9000540;-0.07500;91.8750;133;76;0.59560
9000550;-0.06500;91.3750;133;76;0.59487
9000560;-0.04500;90.3125;133;76;0.59219
9000570;-0.01500;89.7500;133;76;0.58120
9000580;0.00000;89.2500;133;76;0.57338
9000590;0.01000;88.8125;133;76;0.56361
9000600;0.03000;87.7500;133;76;0.53895
9000610;0.06000;87.3125;133;76;0.52405
9000620;0.09000;86.8125;133;76;0.50794
9000630;0.05000;86.3750;133;76;0.49109
9000640;0.02000;85.8750;133;76;0.47399
9000650;-0.00500;85.0000;133;76;0.44029
9000660;-0.04500;84.5625;133;76;0.42491
9000670;-0.09500;84.1875;133;76;0.41123
9000680;-0.11500;83.8125;133;76;0.40024
9000690;-0.12000;83.1250;133;76;0.38266
9000700;-0.12500;82.8125;133;76;0.37509
9000710;-0.12500;82.5000;133;76;0.36825
9000720;-0.11500;82.0000;133;76;0.36264
9000730;-0.10000;81.7500;133;76;0.35311
9000740;-0.04500;81.5625;133;76;0.34896
9000750;0.26000;81.3750;133;76;0.34505
9000760;0.76500;81.1875;133;76;0.34115
9000770;0.86000;80.7500;133;76;0.33407
9000780;0.26500;80.6250;133;76;0.33114
9000790;-0.26000;80.4375;133;76;0.32772
9000800;-0.26000;80.4375;133;76;0.32772
9000810;-0.17500;79.8125;133;76;0.31600
9000820;-0.16000;79.5625;133;76;0.31184
9000830;-0.16000;79.3125;133;76;0.30623
9000840;-0.16000;79.0625;133;76;0.30110
9000850;-0.15500;78.5625;133;76;0.29255
9000860;-0.15000;78.2500;133;76;0.28791
9000870;-0.14500;77.9375;133;76;0.28449
9000880;-0.14000;77.6250;133;76;0.28132
9000890;-0.13500;76.9375;133;76;0.27350
9000900;-0.13000;76.6250;133;76;0.26960
9000910;-0.12500;76.3125;133;76;0.26545
9000920;-0.12000;75.6875;133;76;0.25641
9000930;-0.11000;75.4375;133;76;0.25177
9000940;-0.09500;75.1250;133;76;0.24713
9000950;-0.08000;74.8750;133;76;0.24274
9000960;-0.07000;74.6250;133;76;0.25690
9000970;-0.05000;74.4375;133;76;0.29182
9000980;-0.03500;74.7500;133;76;0.29695
9000990;-0.03000;75.5000;133;76;0.29792
9001000;-0.02500;79.1250;133;76;0.29670
9001010;-0.00500;82.0625;133;76;0.29231
9001020;0.00000;85.7500;133;76;0.28987
9001030;0.01750;89.8750;133;76;0.28742
9001040;0.04000;99.0625;133;76;0.28254
9001050;0.06000;103.8125;133;76;0.28059
9001060;0.08500;108.3125;133;76;0.27888
9001070;0.11500;112.5000;133;76;0.27839
9001080;0.14500;116.2500;133;76;0.27863
9001090;0.18000;122.1875;133;76;0.27790
9001100;0.21500;124.3125;133;76;0.27717
9001110;0.22500;126.0625;133;76;0.27668
9001120;0.23000;128.2500;133;76;0.27570
9001130;0.20500;128.8750;133;76;0.27521
9001140;0.15000;129.1875;133;76;0.27497
9001150;0.07500;129.2500;133;76;0.27497
9001160;0.03000;129.1250;133;76;0.27497
9001170;-0.02000;128.2500;133;76;0.27570
9001180;-0.06000;127.5000;133;76;0.27668
9001190;-0.09000;126.5625;133;76;0.27717
9001200;-0.10500;125.4375;133;76;0.27741
9001210;-0.11500;122.5625;133;76;0.27766
9001220;-0.12000;120.8125;133;76;0.27766
9001230;-0.12500;118.8125;133;76;0.27741
9001240;-0.12000;114.1250;133;76;0.27839
9001250;-0.11500;111.5625;133;76;0.28034
9001260;-0.11500;108.8125;133;76;0.28400
9001270;-0.10500;106.1875;133;76;0.28962
9001280;-0.09500;101.6250;133;76;0.30965
9001290;-0.09000;99.9375;133;76;0.32576
9001300;-0.08500;98.5625;133;76;0.34652
9001310;-0.08500;97.5625;133;76;0.37118
9001320;-0.08000;96.8125;133;76;0.39927
9001330;-0.07500;95.9375;133;76;0.46081
9001340;-0.07000;95.7500;133;76;0.49182
9001350;-0.06500;95.6250;133;76;0.52161
9001360;-0.06500;95.5000;133;76;0.54969
9001370;-0.06500;95.3125;133;76;0.59585
9001380;-0.06500;95.1250;133;76;0.61221
9001390;-0.07000;94.8750;133;76;0.62833
9001400;-0.07500;94.2500;133;76;0.66154
9001410;-0.07500;93.8750;133;76;0.67131
9001420;-0.07500;93.5000;133;76;0.67912
9001430;-0.07500;93.0625;133;76;0.68718
9001440;-0.07000;92.6250;133;76;0.68987
9001450;-0.07500;91.6875;133;76;0.69011
9001460;-0.07000;91.1875;133;76;0.68767
9001470;-0.05500;90.6875;133;76;0.68352
9001480;-0.02500;89.7500;133;76;0.67082
9001490;-0.00500;89.1875;133;76;0.66178
9001500;0.00000;88.6875;133;76;0.65104
9001510;0.01000;88.1875;133;76;0.63858
9001520;0.03000;87.6875;133;76;0.62466
9001530;0.06000;86.7500;133;76;0.59292
9001540;0.06000;86.3125;133;76;0.57631
9001550;0.02000;85.8750;133;76;0.55971
9001560;-0.01500;85.4375;133;76;0.54359
9001570;-0.04000;84.6250;133;76;0.51795
9001580;-0.09000;84.2500;133;76;0.50623
9001590;-0.11500;83.8750;133;76;0.49548
9001600;-0.13500;83.5000;133;76;0.48596
9001610;-0.13500;82.8750;133;76;0.47057
9001620;-0.13500;82.5625;133;76;0.46447
9001630;-0.12500;82.2500;133;76;0.45910
9001640;-0.11500;81.9375;133;76;0.45421
9001650;-0.09500;81.3750;133;76;0.44542
9001660;0.05000;81.1250;133;76;0.44176
9001670;0.57500;80.8750;133;76;0.43834
9001680;0.91000;80.6875;133;76;0.43443
9001690;0.70000;80.3125;133;76;0.42589
