RelativeTimeMilliseconds;ECG;ART;ART (Sys);ART (Dia);PPG
5400000;-0.10500;80.4375;122;69;0.57851
5400010;-0.12500;80.0625;122;69;0.56557
5400020;-0.13000;79.6250;122;69;0.55409
5400030;-0.13000;79.2500;122;69;0.54383
5400040;-0.12500;78.8750;122;69;0.53529
5400050;-0.12500;78.0625;122;69;0.52088
5400060;-0.12500;77.6875;122;69;0.51453
5400070;-0.07000;77.3750;122;69;0.50842
5400080;0.26000;76.7500;122;69;0.49792
5400090;0.84500;76.4375;122;69;0.49280
5400100;0.97000;76.1875;122;69;0.48791
5400110;0.28500;75.8750;122;69;0.48327
5400120;-0.26500;75.3750;122;69;0.47399
5400130;-0.25000;75.1250;122;69;0.46984
5400140;-0.20000;74.8750;122;69;0.46569
5400150;-0.19000;74.6250;122;69;0.46105
5400160;-0.19000;74.3750;122;69;0.45641
5400170;-0.19000;73.8125;122;69;0.44615
5400180;-0.18000;73.5000;122;69;0.44078
5400190;-0.18000;73.1875;122;69;0.43565
5400200;-0.17000;72.9375;122;69;0.43077
5400210;-0.17000;72.2500;122;69;0.42125
5400220;-0.16500;71.9375;122;69;0.41661
5400230;-0.15500;71.5625;122;69;0.41221
5400240;-0.14500;71.1875;122;69;0.40855
5400250;-0.13500;70.3750;122;69;0.40147
5400260;-0.12500;70.0000;122;69;0.39756
5400270;-0.11000;69.6250;122;69;0.39390
5400280;-0.10500;69.3125;122;69;0.39023
5400290;-0.09500;69.1875;122;69;0.38291
5400300;-0.08000;69.6875;122;69;0.37949
5400310;-0.06500;70.8750;122;69;0.37607
5400320;-0.05500;72.8750;122;69;0.37289
5400330;-0.03500;79.3750;122;69;0.36801
5400340;-0.02500;83.5000;122;69;0.36654
5400350;-0.00500;88.0625;122;69;0.36484
5400360;0.01500;97.6875;122;69;0.36166
5400370;0.03000;102.3750;122;69;0.36020
5400380;0.05500;106.8750;122;69;0.35873
5400390;0.08000;110.8750;122;69;0.35775
5400400;0.10500;114.3125;122;69;0.35726
5400410;0.13500;119.5625;122;69;0.35580
5400420;0.16500;121.3125;122;69;0.35531
5400430;0.19500;122.6250;122;69;0.35482
5400440;0.20500;123.5000;122;69;0.35482
5400450;0.19500;124.2500;122;69;0.35482
5400460;0.15500;124.1250;122;69;0.35458
5400470;0.11000;123.8125;122;69;0.35433
5400480;0.05500;122.5000;122;69;0.35385
5400490;-0.00500;121.6250;122;69;0.35189
5400500;-0.04000;120.5625;122;69;0.35043
5400510;-0.07000;119.3750;122;69;0.34872
5400520;-0.08500;118.0000;122;69;0.34676
5400530;-0.10000;114.9375;122;69;0.34359
5400540;-0.10500;113.2500;122;69;0.34335
5400550;-0.11000;111.3750;122;69;0.34408
5400560;-0.11000;109.5000;122;69;0.34701
5400570;-0.10500;105.3125;122;69;0.36435
5400580;-0.10000;103.0625;122;69;0.37973
5400590;-0.09500;100.8125;122;69;0.40000
5400600;-0.09500;96.3750;122;69;0.45153
5400610;-0.09500;94.4375;122;69;0.48083
5400620;-0.09000;92.6875;122;69;0.51111
5400630;-0.08500;91.2500;122;69;0.54115
5400640;-0.08000;90.0625;122;69;0.56581
5400650;-0.07500;88.2500;122;69;0.60977
5400660;-0.06500;87.6875;122;69;0.63126
5400670;-0.06500;87.2500;122;69;0.65079
5400680;-0.06500;86.9375;122;69;0.66764
5400690;-0.06500;86.5000;122;69;0.69328
5400700;-0.06500;86.3125;122;69;0.70208
5400710;-0.07000;86.1250;122;69;0.70818
5400720;-0.07000;85.7500;122;69;0.71209
5400730;-0.07000;85.5000;122;69;0.68327
5400740;-0.07000;85.1875;122;69;0.67155
5400750;-0.06500;84.8750;122;69;0.66325
5400760;-0.04500;84.0625;122;69;0.64786
5400770;-0.02500;83.6250;122;69;0.63883
5400780;0.00000;83.1875;122;69;0.62857
5400790;0.00500;82.6875;122;69;0.61709
5400800;0.00500;82.6875;122;69;0.61709
5400810;0.05000;81.1875;122;69;0.57436
5400820;0.07500;80.6875;122;69;0.55775
5400830;0.05500;80.1875;122;69;0.53993
5400840;0.02000;79.1875;122;69;0.50720
5400850;-0.00500;78.6875;122;69;0.48938
5400860;-0.04500;78.1875;122;69;0.47057
5400870;-0.09500;77.6875;122;69;0.45177
5400880;-0.11500;77.2500;122;69;0.43370
5400890;-0.12000;76.4375;122;69;0.40024
5400900;-0.12000;76.0000;122;69;0.38559
5400910;-0.11500;75.6250;122;69;0.37241
5400920;-0.11000;74.9375;122;69;0.34969
5400930;-0.10500;74.6250;122;69;0.34139
5400940;-0.07000;74.3125;122;69;0.33455
5400950;0.25500;74.0625;122;69;0.32601
5400960;0.66000;73.7500;122;69;0.31819
5400970;0.86500;73.3125;122;69;0.30720
5400980;0.35000;73.1250;122;69;0.30159
5400990;-0.21500;72.9375;122;69;0.29646
5401000;-0.27000;72.7500;122;69;0.29133
5401010;-0.19000;72.3750;122;69;0.28132
5401020;-0.18000;72.1875;122;69;0.27643
5401030;-0.17500;72.0000;122;69;0.27155
5401040;-0.17500;71.8125;122;69;0.26764
5401050;-0.17000;71.3125;122;69;0.26081
5401060;-0.17000;71.0625;122;69;0.25617
5401070;-0.17000;70.7500;122;69;0.25104
5401080;-0.16000;70.1875;122;69;0.24591
5401090;-0.15500;69.8125;122;69;0.23541
5401100;-0.15500;69.5000;122;69;0.23004
5401110;-0.15000;69.1875;122;69;0.22466
5401120;-0.14500;68.6250;122;69;0.21416
5401130;-0.13500;68.3125;122;69;0.21026
5401140;-0.12500;68.0625;122;69;0.20708
5401150;-0.11500;67.7500;122;69;0.20317
5401160;-0.10500;67.5000;122;69;0.19878
5401170;-0.09000;67.3750;122;69;0.18999
5401180;-0.07500;67.7500;122;69;0.18559
5401190;-0.06500;68.7500;122;69;0.18144
5401200;-0.06000;70.3750;122;69;0.17729
5401210;-0.04500;75.8750;122;69;0.16947
5401220;-0.03000;79.5000;122;69;0.16606
5401230;-0.01500;83.5000;122;69;0.16288
5401240;0.01000;92.1250;122;69;0.16117
5401250;0.04000;96.4375;122;69;0.15849
5401260;0.06000;100.5625;122;69;0.15678
5401270;0.09000;104.3750;122;69;0.15531
5401280;0.12000;110.5000;122;69;0.15385
5401290;0.16500;112.6875;122;69;0.15238
5401300;0.19000;114.3750;122;69;0.15214
5401310;0.21500;115.5000;122;69;0.15214
5401320;0.21000;116.5625;122;69;0.15287
5401330;0.18000;116.5625;122;69;0.15458
5401340;0.13500;116.2500;122;69;0.15678
5401350;0.07000;115.6875;122;69;0.15873
5401360;-0.00500;113.7500;122;69;0.16313
5401370;-0.04500;112.5625;122;69;0.16557
5401380;-0.08000;111.1875;122;69;0.16825
5401390;-0.09500;109.6875;122;69;0.17094
5401400;-0.08500;106.3750;122;69;0.17705
5401410;-0.08500;104.5625;122;69;0.18046
5401420;-0.09500;102.6875;122;69;0.18462
5401430;-0.10000;100.8125;122;69;0.19023
