RelativeTimeMilliseconds;ECG;ART;ART (Sys);ART (Dia);PPG
6600000;-0.08000;125.5000;138;78;0.28645
6600010;-0.08500;121.5625;138;78;0.28791
6600020;-0.08500;119.3750;138;78;0.29035
6600030;-0.08500;116.9375;138;78;0.29499
6600040;-0.08500;114.4375;138;78;0.30305
6600050;-0.08500;109.3750;138;78;0.33236
6600060;-0.08500;107.1250;138;78;0.35458
6600070;-0.08500;105.1875;138;78;0.37778
6600080;-0.08500;102.4375;138;78;0.43468
6600090;-0.08500;101.5000;138;78;0.46984
6600100;-0.08500;100.8750;138;78;0.50672
6600110;-0.08000;100.4375;138;78;0.54408
6600120;-0.08500;100.1875;138;78;0.58022
6600130;-0.08500;99.9375;138;78;0.64542
6600140;-0.08500;99.8750;138;78;0.67326
6600150;-0.08500;99.7500;138;78;0.69817
6600160;-0.09000;99.2500;138;78;0.71966
6600170;-0.09500;98.9375;138;78;0.74725
6600180;-0.09500;98.5000;138;78;0.75849
6600190;-0.09500;98.0625;138;78;0.76850
6600200;-0.09000;97.5000;138;78;0.77680
6600210;-0.08500;96.3750;138;78;0.78755
6600220;-0.07500;95.7500;138;78;0.79023
6600230;-0.06000;95.0625;138;78;0.79096
6600240;-0.02000;93.8125;138;78;0.78632
6600250;0.00000;93.1875;138;78;0.78144
6600260;0.02000;92.5625;138;78;0.77680
6600270;0.04000;92.0000;138;78;0.76996
6600280;0.07000;91.4375;138;78;0.76166
6600290;0.10500;90.3750;138;78;0.74090
6600300;0.09500;89.8750;138;78;0.72796
6600310;0.05000;89.4375;138;78;0.71380
6600320;0.02500;88.9375;138;78;0.69841
6600330;-0.02500;88.1250;138;78;0.66618
6600340;-0.06500;87.7500;138;78;0.65006
6600350;-0.09500;87.3750;138;78;0.63468
6600360;-0.10500;86.8125;138;78;0.60855
6600370;-0.11000;86.5000;138;78;0.59829
6600380;-0.11000;86.2500;138;78;0.58877
6600390;-0.10500;86.0000;138;78;0.58022
6600400;-0.11000;85.5625;138;78;0.56508
6600410;-0.09000;85.3125;138;78;0.55849
6600420;0.13000;85.1875;138;78;0.55214
6600430;0.79500;85.0000;138;78;0.54603
6600440;1.07000;84.8125;138;78;0.53993
6600450;0.43500;84.4375;138;78;0.52845
6600460;-0.12500;84.3125;138;78;0.52259
6600470;-0.26500;84.1250;138;78;0.51722
6600480;-0.22000;83.9375;138;78;0.51209
6600490;-0.20500;83.5625;138;78;0.50061
6600500;-0.20000;83.3125;138;78;0.49426
6600510;-0.20000;83.0000;138;78;0.48791
6600520;-0.19000;82.4375;138;78;0.48181
6600530;-0.18000;82.0625;138;78;0.46960
6600540;-0.18000;81.6875;138;78;0.46374
6600550;-0.17000;81.3125;138;78;0.45763
6600560;-0.16000;80.5625;138;78;0.44713
6600570;-0.15500;80.1875;138;78;0.44274
6600580;-0.14500;79.8125;138;78;0.43761
6600590;-0.13500;79.4375;138;78;0.43248
6600600;-0.12500;79.1250;138;78;0.42759
6600610;-0.11500;78.5000;138;78;0.41758
6600620;-0.10500;78.1875;138;78;0.41343
6600630;-0.09500;78.0000;138;78;0.40928
6600640;-0.08000;77.9375;138;78;0.40537
6600650;-0.07500;78.9375;138;78;0.39780
6600660;-0.05500;80.5625;138;78;0.39463
6600670;-0.04500;83.2500;138;78;0.39267
6600680;-0.03000;91.3750;138;78;0.38950
6600690;-0.01500;96.5000;138;78;0.38730
6600700;0.00500;102.0625;138;78;0.38510
6600710;0.02500;107.6875;138;78;0.38291
6600720;0.05000;113.2500;138;78;0.38095
6600730;0.07000;123.3125;138;78;0.37802
6600740;0.09500;127.5625;138;78;0.37680
