RelativeTimeMilliseconds;ECG;ART;ART (Sys);ART (Dia);PPG
2400000;0.26500;124.9375;132;78;0.28913
2400010;0.29500;126.1250;132;78;0.28669
2400020;0.31000;126.2500;132;78;0.28571
2400030;0.29500;126.1875;132;78;0.28474
2400040;0.24500;125.5625;132;78;0.28376
2400050;0.16500;125.1250;132;78;0.28205
2400060;0.10500;124.5625;132;78;0.28205
2400070;0.04000;123.8750;132;78;0.28230
2400080;-0.03500;122.2500;132;78;0.28132
2400090;-0.06500;121.2500;132;78;0.28059
2400100;-0.10000;120.1250;132;78;0.27985
2400110;-0.12500;118.8125;132;78;0.27937
2400120;-0.14000;117.3125;132;78;0.27937
2400130;-0.16000;113.6250;132;78;0.28303
2400140;-0.16500;111.3750;132;78;0.28767
2400150;-0.17000;108.8750;132;78;0.29524
2400160;-0.17500;103.3125;132;78;0.30598
2400170;-0.17000;100.4375;132;78;0.33284
2400180;-0.17000;97.8750;132;78;0.35189
2400190;-0.16500;95.9375;132;78;0.37460
2400200;-0.16000;94.6875;132;78;0.40024
2400210;-0.16000;94.2500;132;78;0.45641
2400220;-0.16000;94.5625;132;78;0.48547
2400230;-0.16000;94.9375;132;78;0.51380
2400240;-0.15500;95.3125;132;78;0.54115
2400250;-0.15500;96.0000;132;78;0.59072
2400260;-0.15500;96.3125;132;78;0.60904
2400270;-0.14500;96.4375;132;78;0.62393
2400280;-0.14500;96.3125;132;78;0.65372
2400290;-0.14500;95.9375;132;78;0.66667
2400300;-0.15000;95.5625;132;78;0.67790
2400310;-0.15000;95.0625;132;78;0.68742
2400320;-0.14500;94.5000;132;78;0.69548
2400330;-0.14500;93.3750;132;78;0.70623
2400340;-0.14500;92.8125;132;78;0.70916
2400350;-0.14500;92.2500;132;78;0.71062
2400360;-0.14500;91.6875;132;78;0.71013
2400370;-0.14500;90.5625;132;78;0.70305
2400380;-0.14500;90.0000;132;78;0.69768
2400390;-0.14500;89.5000;132;78;0.69084
2400400;-0.14500;88.5000;132;78;0.67204
2400410;-0.14500;87.9375;132;78;0.66007
2400420;-0.14000;87.4375;132;78;0.64713
2400430;-0.14000;86.9375;132;78;0.63321
2400440;-0.13500;86.4375;132;78;0.61880
2400450;-0.12000;85.5000;132;78;0.59072
2400460;-0.09000;85.0625;132;78;0.57875
2400470;-0.06000;84.6250;132;78;0.56801
2400480;-0.04500;83.8125;132;78;0.54847
2400490;-0.04000;83.4375;132;78;0.54042
2400500;-0.02000;83.1250;132;78;0.53333
2400510;0.00500;82.7500;132;78;0.52723
2400520;0.00500;82.3750;132;78;0.52186
2400530;-0.02500;81.8125;132;78;0.51258
2400540;-0.04500;81.5000;132;78;0.51160
2400550;-0.06000;81.2500;132;78;0.51184
2400560;-0.08500;80.6875;132;78;0.50623
2400570;-0.10500;80.4375;132;78;0.50232
2400580;-0.11000;80.1875;132;78;0.49744
2400590;-0.11000;79.9375;132;78;0.49206
2400600;-0.10000;79.5625;132;78;0.48059
2400610;-0.09500;79.3750;132;78;0.47424
2400620;-0.09500;79.1250;132;78;0.46789
2400630;-0.07500;78.9375;132;78;0.46129
2400640;0.04500;78.6875;132;78;0.45446
2400650;0.48000;78.3750;132;78;0.44127
2400660;1.13000;78.2500;132;78;0.43565
2400670;0.98000;78.1250;132;78;0.43028
2400680;0.25500;77.9375;132;78;0.42442
2400690;-0.16000;77.6250;132;78;0.41197
2400700;-0.15000;77.4375;132;78;0.40562
2400710;-0.14500;77.2500;132;78;0.39927
2400720;-0.15500;77.0625;132;78;0.39316
2400730;-0.15500;76.5625;132;78;0.38120
2400740;-0.14500;76.3125;132;78;0.37558
2400750;-0.14500;76.0625;132;78;0.36996
2400760;-0.15500;75.8125;132;78;0.36459
2400770;-0.15500;75.2500;132;78;0.35629
2400780;-0.14500;74.9375;132;78;0.35165
2400790;-0.13500;74.6250;132;78;0.34701
2400800;-0.10500;74.3750;132;78;0.34212
2400810;-0.08000;73.7500;132;78;0.33260
2400820;-0.08000;73.7500;132;78;0.33260
2400830;-0.08500;73.2500;132;78;0.32357
2400840;-0.07000;72.9375;132;78;0.31551
2400850;-0.06000;72.7500;132;78;0.31184
2400860;-0.04000;72.6250;132;78;0.30916
2400870;-0.03000;72.5625;132;78;0.30720
2400880;-0.01500;72.8750;132;78;0.30452
2400890;0.00000;76.0000;132;78;0.29939
2400900;0.00000;79.4375;132;78;0.29670
