RelativeTimeMilliseconds;ECG;ART;ART (Sys);ART (Dia);PPG
7200000;0.05000;94.0000;146;83;0.63687
7200010;0.02000;93.5000;146;83;0.62125
7200020;-0.01000;93.0000;146;83;0.60611
7200030;-0.04000;92.5000;146;83;0.58974
7200040;-0.09500;91.5625;146;83;0.55824
7200050;-0.12500;91.1875;146;83;0.54432
7200060;-0.14000;90.8125;146;83;0.53211
7200070;-0.14500;90.4375;146;83;0.52161
7200080;-0.14500;90.0625;146;83;0.51258
7200090;-0.14000;89.4375;146;83;0.49817
7200100;-0.13500;89.1250;146;83;0.49206
7200110;-0.12500;88.8750;146;83;0.48694
7200120;0.01000;88.6250;146;83;0.48230
7200130;0.46000;88.1875;146;83;0.47277
7200140;0.96000;88.0000;146;83;0.46813
7200150;0.69500;87.7500;146;83;0.46349
7200160;-0.12500;87.3125;146;83;0.45397
7200170;-0.29000;87.0625;146;83;0.44933
7200180;-0.23000;86.8750;146;83;0.44444
7200190;-0.20500;86.6250;146;83;0.43956
7200200;-0.19500;86.3750;146;83;0.43443
7200210;-0.19000;85.8125;146;83;0.42466
7200220;-0.18500;85.5000;146;83;0.42027
7200230;-0.18000;85.1250;146;83;0.41538
7200240;-0.17000;84.4375;146;83;0.40464
7200250;-0.16000;84.0625;146;83;0.39878
7200260;-0.15500;83.6250;146;83;0.39316
7200270;-0.15000;83.2500;146;83;0.38755
7200280;-0.14500;82.5000;146;83;0.37656
7200290;-0.14000;82.1250;146;83;0.37143
7200300;-0.13000;81.7500;146;83;0.36630
7200310;-0.12500;81.4375;146;83;0.36239
7200320;-0.11500;81.1250;146;83;0.35897
7200330;-0.10500;80.6250;146;83;0.35092
7200340;-0.08500;80.4375;146;83;0.34676
7200350;-0.07000;80.4375;146;83;0.34261
7200360;-0.05500;80.6875;146;83;0.33871
7200370;-0.03500;83.0625;146;83;0.33138
7200380;-0.01500;85.5625;146;83;0.32747
7200390;0.00000;89.0000;146;83;0.32381
7200400;0.03000;98.0625;146;83;0.31966
7200410;0.05500;103.3750;146;83;0.31844
7200420;0.08500;108.8750;146;83;0.31648
7200430;0.12000;114.3750;146;83;0.31429
7200440;0.14500;119.6250;146;83;0.31258
7200450;0.18000;128.8125;146;83;0.30965
7200460;0.21500;132.4375;146;83;0.30818
7200470;0.24000;135.4375;146;83;0.30672
7200480;0.25500;137.7500;146;83;0.30574
7200490;0.24000;140.8125;146;83;0.30379
7200500;0.20500;141.6875;146;83;0.30305
7200510;0.14500;142.2500;146;83;0.30305
7200520;0.07000;142.5000;146;83;0.30330
7200530;0.02500;142.2500;146;83;0.30281
7200540;-0.02000;141.8750;146;83;0.30208
7200550;-0.05500;141.3750;146;83;0.30134
7200560;-0.07500;140.6875;146;83;0.30085
7200570;-0.09500;138.8125;146;83;0.29988
7200580;-0.10500;137.5625;146;83;0.29939
7200590;-0.11500;136.0625;146;83;0.29915
7200600;-0.12500;134.3750;146;83;0.29890
7200610;-0.13000;129.9375;146;83;0.30110
7200620;-0.13000;127.2500;146;83;0.30305
7200630;-0.13500;124.1875;146;83;0.30647
7200640;-0.13000;120.9375;146;83;0.31209
7200650;-0.12500;114.6250;146;83;0.33333
7200660;-0.12500;111.9375;146;83;0.35018
7200670;-0.12500;109.7500;146;83;0.37143
7200680;-0.11500;106.8750;146;83;0.39634
7200690;-0.11500;106.0625;146;83;0.45519
7200700;-0.11000;105.5625;146;83;0.48669
7200710;-0.10500;105.3750;146;83;0.51404
7200720;-0.10000;105.3750;146;83;0.56508
7200730;-0.10000;105.5000;146;83;0.59072
7200740;-0.10500;105.6250;146;83;0.61490
7200750;-0.10500;105.6250;146;83;0.63712
7200760;-0.11000;105.5000;146;83;0.65690
