RelativeTimeMilliseconds;ECG;ART;ART (Sys);ART (Dia);PPG
1200000;-0.00500;114.1250;179;113;0.33114
1200010;-0.00500;118.0000;179;113;0.32625
1200020;-0.00500;119.9063;179;113;0.32466
1200030;-0.00500;123.0625;179;113;0.32381
1200040;-0.00500;130.6875;179;113;0.32112
1200050;-0.00500;150.3750;179;113;0.31600
1200060;-0.00500;159.5625;179;113;0.31380
1200070;-0.00500;166.6875;179;113;0.31160
1200080;-0.00500;174.6250;179;113;0.31013
1200090;-0.00500;176.3125;179;113;0.30720
1200100;-0.00500;177.1875;179;113;0.30549
1200110;-0.00500;177.6250;179;113;0.30379
1200120;-0.00500;177.9375;179;113;0.30183
1200130;-0.00500;178.8750;179;113;0.29719
1200140;-0.00500;179.7500;179;113;0.29451
1200150;-0.00500;180.6875;179;113;0.29182
1200160;-0.00500;181.6250;179;113;0.28913
1200170;-0.00500;183.0000;179;113;0.28547
1200180;-0.00500;183.3750;179;113;0.28498
1200190;-0.00500;183.5625;179;113;0.28376
1200200;-0.00500;183.4375;179;113;0.28205
1200210;-0.00500;181.9375;179;113;0.27888
1200220;-0.00500;180.3125;179;113;0.27717
1200230;-0.00500;177.9375;179;113;0.27546
1200240;-0.00500;170.7500;179;113;0.27204
1200250;-0.00500;166.0000;179;113;0.27082
1200260;-0.00500;160.7500;179;113;0.27082
1200270;-0.00500;155.1875;179;113;0.27277
1200280;-0.00500;145.8125;179;113;0.28449
1200290;-0.00500;143.4375;179;113;0.29719
1200300;-0.00500;143.0625;179;113;0.31575
1200310;-0.00500;144.1250;179;113;0.34017
1200320;-0.00500;147.4375;179;113;0.40269
1200330;-0.00500;148.5000;179;113;0.43858
1200340;-0.00500;148.8125;179;113;0.47570
1200350;-0.00500;148.6250;179;113;0.51184
1200360;-0.00500;147.9375;179;113;0.54603
1200370;-0.00500;145.8125;179;113;0.60220
1200380;-0.00500;144.5625;179;113;0.62222
1200390;-0.00500;143.3750;179;113;0.64249
1200400;-0.00500;141.3125;179;113;0.67863
1200410;-0.00500;140.4375;179;113;0.69377
1200420;-0.00500;139.5625;179;113;0.70745
1200430;-0.00500;138.7500;179;113;0.71941
1200440;-0.00500;137.1875;179;113;0.73773
1200450;-0.00500;136.3750;179;113;0.74359
1200460;-0.00500;135.4375;179;113;0.74750
1200470;-0.00500;134.4375;179;113;0.74799
1200480;-0.00500;133.4375;179;113;0.74603
1200490;-0.00500;131.8125;179;113;0.71477
1200500;-0.00500;131.3125;179;113;0.69963
1200510;-0.00500;131.1250;179;113;0.68474
1200520;-0.00500;131.0000;179;113;0.66838
1200530;-0.00500;130.1875;179;113;0.62930
1200540;-0.00500;129.3750;179;113;0.60781
1200550;-0.00500;128.4375;179;113;0.58584
1200560;-0.00500;127.5000;179;113;0.56435
1200570;-0.00500;125.9375;179;113;0.52845
1200580;-0.00500;125.4375;179;113;0.51502
1200590;-0.00500;125.1875;179;113;0.50281
1200600;-0.00500;125.5000;179;113;0.49182
1200610;-0.00500;125.7500;179;113;0.47448
1200620;-0.00500;125.8125;179;113;0.46716
1200630;-0.00500;125.6875;179;113;0.45983
1200640;-0.00500;124.8750;179;113;0.44518
1200650;-0.00500;124.2500;179;113;0.43736
1200660;-0.00500;123.5625;179;113;0.42906
1200670;-0.00500;122.8750;179;113;0.42173
1200680;-0.00500;122.2500;179;113;0.41490
1200690;-0.00500;121.8750;179;113;0.39902
1200700;-0.00500;122.0625;179;113;0.39023
1200710;-0.00500;122.3750;179;113;0.38120
1200720;-0.00500;122.6250;179;113;0.37216
1200730;-0.00500;122.6250;179;113;0.35604
1200740;-0.00500;122.2500;179;113;0.34847
1200750;-0.00500;121.6250;179;113;0.34139
1200760;-0.00500;120.2500;179;113;0.33455
1200770;-0.00500;119.4375;179;113;0.32283
1200780;-0.00500;118.5625;179;113;0.31819
1200790;-0.00500;117.6875;179;113;0.31306
1200800;-0.00500;116.7500;179;113;0.30842
1200810;-0.00500;116.7500;179;113;0.30842
1200820;-0.00500;114.0625;179;113;0.29719
1200830;-0.00500;113.2500;179;113;0.29402
1200840;-0.00500;112.0625;179;113;0.28791
1200850;-0.00500;111.7500;179;113;0.28571
1200860;-0.00500;111.5625;179;113;0.28352
1200870;-0.00500;111.6250;179;113;0.28205
1200880;-0.00500;111.8750;179;113;0.28132
1200890;-0.00500;112.5625;179;113;0.27814
1200900;-0.00500;112.8750;179;113;0.27619
1200910;-0.00500;112.9375;179;113;0.27448
1200920;-0.00500;112.8750;179;113;0.27228
1200930;-0.00500;112.5625;179;113;0.26886
1200940;-0.00500;112.7500;179;113;0.26789
1200950;-0.00500;113.7500;179;113;0.26691
1200960;-0.00500;121.2500;179;113;0.26593
1200970;-0.00500;128.7500;179;113;0.26618
1200980;-0.00500;138.1875;179;113;0.26691
1200990;-0.00500;148.1250;179;113;0.26691
