RelativeTimeMilliseconds;ECG;ART;ART (Sys);ART (Dia);PPG
6600000;-0.09000;96.0000;104;61;0.29280
6600010;-0.09000;90.5000;104;61;0.34261
6600020;-0.09000;90.5000;104;61;0.34261
6600030;-0.08500;88.3750;104;61;0.36728
6600040;-0.08000;85.0625;104;61;0.42344
6600050;-0.08000;85.0625;104;61;0.42344
6600060;-0.07500;82.9375;104;61;0.50012
6600070;-0.07000;82.5625;104;61;0.52381
6600080;-0.07000;82.5625;104;61;0.52381
6600090;-0.06500;81.1875;104;61;0.59243
6600100;-0.06500;80.6250;104;61;0.61343
6600110;-0.06500;80.6250;104;61;0.61343
6600120;-0.06500;79.3750;104;61;0.65348
6600130;-0.06500;79.3750;104;61;0.65348
6600140;-0.07000;77.5625;104;61;0.70672
6600150;-0.07000;77.0000;104;61;0.72259
6600160;-0.07000;77.0000;104;61;0.72259
6600170;-0.07000;75.6250;104;61;0.75604
6600180;-0.07000;75.6250;104;61;0.75604
6600190;-0.07000;75.1875;104;61;0.76703
6600200;-0.06500;74.3750;104;61;0.78730
6600210;-0.06500;74.3750;104;61;0.78730
6600220;-0.06500;73.5000;104;61;0.80440
6600230;-0.06500;72.6875;104;61;0.81661
6600240;-0.06500;72.6875;104;61;0.81661
6600250;-0.06500;72.3125;104;61;0.82076
6600260;-0.04000;71.1250;104;61;0.82125
6600270;-0.04000;71.1250;104;61;0.82125
6600280;-0.02500;70.8125;104;61;0.81856
6600290;-0.01500;70.4375;104;61;0.81465
6600300;-0.02000;69.6875;104;61;0.80220
6600310;-0.03500;69.3125;104;61;0.79316
6600320;-0.04000;68.9375;104;61;0.78315
6600330;-0.06500;67.8125;104;61;0.75043
6600340;-0.06500;67.8125;104;61;0.75043
6600350;-0.07500;67.1250;104;61;0.72918
6600360;-0.07000;66.7500;104;61;0.71966
6600370;-0.09000;66.1250;104;61;0.70037
6600380;-0.07500;65.8125;104;61;0.69060
6600390;-0.07500;65.8125;104;61;0.69060
6600400;0.15000;65.5000;104;61;0.68107
6600410;0.57000;65.1875;104;61;0.67155
6600420;0.79500;64.3750;104;61;0.64249
6600430;0.79500;64.3750;104;61;0.64249
6600440;0.37500;64.1250;104;61;0.63321
6600450;-0.07500;63.3750;104;61;0.60708
6600460;-0.12500;63.1250;104;61;0.59902
6600470;-0.12500;63.1250;104;61;0.59902
6600480;-0.15500;62.6250;104;61;0.56923
6600490;-0.15500;62.1250;104;61;0.52381
6600500;-0.15500;62.1250;104;61;0.52381
6600510;-0.15500;61.6875;104;61;0.50012
6600520;-0.15500;61.4375;104;61;0.49084
6600530;-0.15500;61.4375;104;61;0.49084
6600540;-0.15500;60.7500;104;61;0.46740
6600550;-0.15500;60.5000;104;61;0.46105
6600560;-0.15500;60.5000;104;61;0.46105
6600570;-0.14500;60.1250;104;61;0.44322
6600580;-0.13500;60.3125;104;61;0.43663
6600590;-0.13500;60.3125;104;61;0.43663
6600600;-0.12500;62.5625;104;61;0.42320
6600610;-0.12500;62.5625;104;61;0.42320
6600620;-0.11000;74.7500;104;61;0.40440
6600630;-0.10500;79.6250;104;61;0.39829
6600640;-0.10500;79.6250;104;61;0.39829
6600650;-0.08500;89.3750;104;61;0.38144
6600660;-0.07000;91.0000;104;61;0.37705
6600670;-0.07000;91.0000;104;61;0.37705
6600680;-0.03500;93.1875;104;61;0.36630
6600690;-0.03500;93.1875;104;61;0.36630
6600700;-0.02000;95.6250;104;61;0.35531
6600710;0.02000;98.5000;104;61;0.34408
6600720;0.02000;98.5000;104;61;0.34408
6600730;0.05000;99.9375;104;61;0.33871
6600740;0.08500;103.3125;104;61;0.32405
6600750;0.07000;104.1250;104;61;0.32088
6600760;0.07000;104.1250;104;61;0.32088
6600770;-0.00500;105.5625;104;61;0.31136
6600780;-0.04000;105.7500;104;61;0.30769
