RelativeTimeMilliseconds;ECG;ART;ART (Sys);ART (Dia);PPG
7800000;-0.13500;63.6250;105;62;0.40464
7800010;-0.13000;62.6250;105;62;0.37998
7800020;-0.13000;62.6250;105;62;0.37998
7800030;-0.12500;62.3125;105;62;0.37363
7800040;-0.12500;61.7500;105;62;0.35922
7800050;-0.12500;61.7500;105;62;0.35922
7800060;-0.12000;61.3750;105;62;0.34481
7800070;-0.11500;61.3750;105;62;0.33773
7800080;-0.11000;61.5625;105;62;0.33089
7800090;-0.10000;62.1875;105;62;0.32405
7800100;-0.08500;70.2500;105;62;0.30427
7800110;-0.08000;74.6875;105;62;0.29939
7800120;-0.08000;74.6875;105;62;0.29939
7800130;-0.06500;85.8750;105;62;0.28523
7800140;-0.05000;88.0000;105;62;0.28010
7800150;-0.05000;88.0000;105;62;0.28010
7800160;-0.01500;90.5625;105;62;0.27033
7800170;0.00000;92.3750;105;62;0.26007
7800180;0.00000;92.3750;105;62;0.26007
7800190;0.05000;94.7500;105;62;0.25006
7800200;0.05000;94.7500;105;62;0.25006
7800210;0.10000;98.3750;105;62;0.23810
7800220;0.10000;98.3750;105;62;0.23810
7800230;0.09500;100.1875;105;62;0.23346
7800240;0.06000;100.8750;105;62;0.23028
7800250;0.06000;100.8750;105;62;0.23028
7800260;0.01500;101.7500;105;62;0.22344
7800270;-0.05500;102.0000;105;62;0.21758
7800280;-0.05500;102.0000;105;62;0.21758
7800290;-0.07500;101.9375;105;62;0.21490
7800300;-0.10500;101.3125;105;62;0.20757
7800310;-0.10500;100.8750;105;62;0.20659
7800320;-0.11000;100.3125;105;62;0.20635
7800330;-0.11500;98.6875;105;62;0.20366
7800340;-0.11500;98.6875;105;62;0.20366
7800350;-0.11500;95.8750;105;62;0.20244
7800360;-0.11500;93.9375;105;62;0.20415
7800370;-0.11500;93.9375;105;62;0.20415
7800380;-0.11500;87.5000;105;62;0.22613
7800390;-0.11500;85.9375;105;62;0.24054
7800400;-0.11500;85.9375;105;62;0.24054
7800410;-0.10500;84.0000;105;62;0.29890
7800420;-0.10500;84.0000;105;62;0.29890
7800430;-0.10500;83.6875;105;62;0.31868
7800440;-0.10000;83.3750;105;62;0.34066
7800450;-0.10000;83.0000;105;62;0.36313
7800460;-0.09500;81.1875;105;62;0.42906
7800470;-0.09500;81.1875;105;62;0.42906
7800480;-0.09500;79.9375;105;62;0.46911
