RelativeTimeMilliseconds;ECG;ART;ART (Sys);ART (Dia);PPG
8400000;-0.11500;67.0625;110;61;0.37827
8400010;-0.09500;81.2500;110;61;0.36313
8400020;-0.09500;81.2500;110;61;0.36313
8400030;-0.08000;89.1875;110;61;0.35531
8400040;-0.06500;91.7500;110;61;0.35263
8400050;-0.06500;91.7500;110;61;0.35263
8400060;-0.03000;96.5625;110;61;0.34139
8400070;-0.01500;98.0625;110;61;0.33773
8400080;-0.01500;98.0625;110;61;0.33773
8400090;0.04000;103.2500;110;61;0.32821
8400100;0.07000;104.9375;110;61;0.32527
8400110;0.07000;104.9375;110;61;0.32527
8400120;0.09500;106.5625;110;61;0.32234
8400130;0.13000;108.0000;110;61;0.31966
8400140;0.15000;110.4375;110;61;0.31600
8400150;0.12000;112.1250;110;61;0.31453
8400160;0.12000;112.1250;110;61;0.31453
8400170;0.07500;112.8125;110;61;0.31331
8400180;-0.01500;114.0000;110;61;0.30965
8400190;-0.01500;114.0000;110;61;0.30965
8400200;-0.04500;114.1875;110;61;0.30842
8400210;-0.08000;113.9375;110;61;0.30525
8400220;-0.08000;113.9375;110;61;0.30525
8400230;-0.08000;113.6250;110;61;0.30476
8400240;-0.08500;113.2500;110;61;0.30525
8400250;-0.08500;112.7500;110;61;0.30720
8400260;-0.08500;111.3125;110;61;0.31526
8400270;-0.08500;110.3125;110;61;0.32332
8400280;-0.08500;109.1250;110;61;0.33480
8400290;-0.09000;107.6875;110;61;0.34945
8400300;-0.09000;103.7500;110;61;0.38803
8400310;-0.09000;101.2500;110;61;0.41050
8400320;-0.09000;98.6250;110;61;0.43419
8400330;-0.08500;96.2500;110;61;0.45788
8400340;-0.09000;93.0000;110;61;0.50159
8400350;-0.09500;92.1250;110;61;0.51966
8400360;-0.09000;91.5625;110;61;0.53919
8400370;-0.08500;91.1250;110;61;0.55897
8400380;-0.07500;89.6250;110;61;0.61661
8400390;-0.07500;89.6250;110;61;0.61661
8400400;-0.07500;88.9375;110;61;0.63468
8400410;-0.06500;86.8750;110;61;0.68352
8400420;-0.06000;86.1875;110;61;0.69792
8400430;-0.06000;86.1875;110;61;0.69792
8400440;-0.05500;84.8750;110;61;0.71746
8400450;-0.05500;84.8750;110;61;0.71746
8400460;-0.06000;83.7500;110;61;0.73675
8400470;-0.06000;82.7500;110;61;0.75385
8400480;-0.06000;82.7500;110;61;0.75385
8400490;-0.06000;81.3125;110;61;0.77216
8400500;-0.06000;81.3125;110;61;0.77216
8400510;-0.06000;80.3750;110;61;0.76044
8400520;-0.06500;79.9375;110;61;0.75629
8400530;-0.06500;79.9375;110;61;0.75629
8400540;-0.06500;78.4375;110;61;0.74505
8400550;-0.06500;78.4375;110;61;0.74505
8400560;-0.06500;78.0000;110;61;0.74066
8400570;-0.06500;76.6250;110;61;0.71990
8400580;-0.06500;76.6250;110;61;0.71990
8400590;-0.04000;75.6875;110;61;0.69915
8400600;-0.04000;75.6875;110;61;0.69915
8400610;-0.03000;75.2500;110;61;0.68742
8400620;-0.04500;73.9375;110;61;0.65055
8400630;-0.04500;73.9375;110;61;0.65055
8400640;-0.05000;73.5000;110;61;0.63907
8400650;-0.08000;72.1250;110;61;0.60513
8400660;-0.08000;72.1250;110;61;0.60513
8400670;-0.08500;71.3125;110;61;0.58291
8400680;-0.08500;71.3125;110;61;0.58291
8400690;-0.08000;70.8750;110;61;0.57216
8400700;-0.09500;69.7500;110;61;0.54090
8400710;0.08500;69.3750;110;61;0.53089
8400720;0.51000;69.0000;110;61;0.52088
8400730;0.51000;69.0000;110;61;0.52088
8400740;1.00500;67.8750;110;61;0.49646
8400750;0.57500;67.5000;110;61;0.48840
8400760;0.57500;67.5000;110;61;0.48840
8400770;0.13000;67.1250;110;61;0.48059
8400780;-0.05000;66.3750;110;61;0.46545
8400790;-0.11500;66.0000;110;61;0.45812
8400800;-0.14500;65.6875;110;61;0.45104
8400810;-0.15500;64.6875;110;61;0.43126
8400820;-0.15500;64.6875;110;61;0.43126
8400830;-0.15500;64.3750;110;61;0.42515
8400840;-0.15500;63.8125;110;61;0.41563
8400850;-0.15500;63.1875;110;61;0.40488
8400860;-0.15500;63.1875;110;61;0.40488
8400870;-0.15000;62.8125;110;61;0.39927
8400880;-0.14500;62.4375;110;61;0.39341
8400890;-0.14500;61.8750;110;61;0.37607
8400900;-0.14500;61.8750;110;61;0.37607
8400910;-0.14000;62.1250;110;61;0.37021
8400920;-0.12500;65.1250;110;61;0.35873
8400930;-0.12500;65.1250;110;61;0.35873
8400940;-0.12500;73.0625;110;61;0.35043
8400950;-0.10000;82.9375;110;61;0.34115
8400960;-0.10000;82.9375;110;61;0.34115
8400970;-0.07500;91.7500;110;61;0.32674
8400980;-0.07500;91.7500;110;61;0.32674
8400990;-0.04500;94.7500;110;61;0.31746
8401000;-0.02000;96.1250;110;61;0.31306
8401010;-0.02000;96.1250;110;61;0.31306
8401020;0.03000;101.2500;110;61;0.30012
8401030;0.06000;103.0000;110;61;0.29719
8401040;0.06000;103.0000;110;61;0.29719
8401050;0.12000;107.3125;110;61;0.28889
8401060;0.14500;108.4375;110;61;0.28571
8401070;0.14500;108.4375;110;61;0.28571
8401080;0.13000;110.2500;110;61;0.27937
8401090;0.08500;111.5000;110;61;0.27350
8401100;0.08500;111.5000;110;61;0.27350
8401110;0.03000;111.9375;110;61;0.27057
8401120;-0.01000;112.1875;110;61;0.26789
8401130;-0.06500;112.3750;110;61;0.26252
8401140;-0.07500;112.1875;110;61;0.26056
8401150;-0.07500;112.1875;110;61;0.26056
8401160;-0.08500;111.6250;110;61;0.25690
8401170;-0.08500;111.6250;110;61;0.25690
8401180;-0.08500;109.8125;110;61;0.25910
8401190;-0.09500;108.9375;110;61;0.26471
8401200;-0.09500;108.9375;110;61;0.26471
8401210;-0.09500;104.5625;110;61;0.30256
8401220;-0.09500;104.5625;110;61;0.30256
8401230;-0.09000;102.4375;110;61;0.32137
8401240;-0.09500;97.3750;110;61;0.35751
8401250;-0.09500;97.3750;110;61;0.35751
8401260;-0.09500;92.8125;110;61;0.40000
8401270;-0.09000;91.2500;110;61;0.42173
8401280;-0.09000;90.1875;110;61;0.44322
8401290;-0.09500;89.4375;110;61;0.46398
8401300;-0.09500;88.3125;110;61;0.50330
8401310;-0.09000;87.8125;110;61;0.52186
8401320;-0.08500;86.6250;110;61;0.55678
8401330;-0.08500;85.1875;110;61;0.58266
8401340;-0.08000;84.5000;110;61;0.59585
8401350;-0.08000;84.5000;110;61;0.59585
8401360;-0.08000;83.8125;110;61;0.60904
8401370;-0.07500;81.8125;110;61;0.64420
8401380;-0.07500;81.8125;110;61;0.64420
8401390;-0.07500;81.2500;110;61;0.65446
8401400;-0.07000;80.7500;110;61;0.66349
8401410;-0.07000;80.2500;110;61;0.67155
8401420;-0.06500;78.8750;110;61;0.68913
8401430;-0.06500;78.8750;110;61;0.68913
8401440;-0.06500;77.7500;110;61;0.69255
8401450;-0.06500;77.7500;110;61;0.69255
8401460;-0.06500;76.6875;110;61;0.69353
8401470;-0.06500;75.6875;110;61;0.69011
8401480;-0.06500;75.6875;110;61;0.69011
8401490;-0.06500;75.1875;110;61;0.68596
8401500;-0.05500;74.2500;110;61;0.67326
8401510;-0.04500;73.8125;110;61;0.66447
8401520;-0.03500;73.3750;110;61;0.65446
8401530;-0.03000;72.0625;110;61;0.62051
